sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
3510,18976280,825,-1715,769,1025,-323,-118
3511,18976290,856,-1694,772,1008,-343,-114
3512,18976300,854,-1699,737,982,-365,-98
3513,18976310,821,-1707,745,976,-368,-73
3514,18976320,858,-1715,715,971,-369,-68
3515,18976330,863,-1716,698,978,-377,-64
3516,18976340,819,-1733,698,1003,-351,-66
3517,18976350,810,-1742,689,1004,-340,-68
3518,18976360,827,-1745,677,1005,-314,-75
3519,18976370,839,-1743,720,1034,-258,-94
3520,18976380,817,-1731,719,1043,-248,-109
3521,18976390,827,-1714,724,1027,-269,-95
3522,18976400,850,-1694,720,1027,-285,-66
3523,18976410,824,-1727,720,1035,-293,-50
3524,18976420,797,-1746,716,1039,-294,-27
3525,18976430,804,-1744,728,1055,-292,-15
3526,18976440,829,-1762,738,1080,-282,-42
3527,18976450,786,-1788,712,1088,-305,-44
3528,18976460,798,-1782,719,1105,-321,-55
3529,18976470,826,-1761,715,1106,-303,-78
3530,18976480,820,-1752,719,1068,-310,-96
3531,18976490,821,-1733,715,1025,-328,-93
3532,18976500,845,-1730,706,1010,-346,-76
3533,18976510,852,-1712,703,1003,-349,-74
3534,18976520,826,-1720,720,1023,-342,-73
3535,18976530,839,-1709,724,1046,-323,-256
3536,18976526,839,-1710,725,1047,-324,-71
3537,18976536,873,-1720,721,1045,-325,-65
3538,18976546,851,-1728,718,1012,-341,-51
3539,18976556,806,-1752,666,996,-347,-44
3540,18976566,845,-1740,677,1018,-296,-54
3541,18976576,842,-1759,701,1072,-257,-66
3542,18976586,826,-1751,699,1065,-274,-59
3543,18976596,822,-1736,717,1054,-297,-49
3544,18976606,846,-1727,721,1056,-301,-58
3545,18976616,839,-1725,741,1059,-313,-56
3546,18976626,828,-1735,732,1057,-330,-48
3547,18976636,841,-1755,705,1046,-328,-51
3548,18976646,823,-1758,705,1024,-298,-68
3549,18976656,815,-1770,708,1034,-303,-78
3550,18976666,821,-1763,689,1027,-315,-84
3551,18976676,840,-1764,682,1018,-325,-69
3552,18976686,816,-1742,691,1026,-328,-72
3553,18976696,813,-1743,679,1042,-326,-83
3554,18976706,848,-1736,678,1047,-327,-73
3555,18976716,853,-1724,676,1050,-320,-72
3556,18976726,821,-1721,693,1062,-322,-60
3557,18976736,830,-1727,680,1085,-327,-40
3558,18976746,856,-1743,695,1113,-306,-34
3559,18976756,822,-1765,702,1088,-299,-27
3560,18976766,816,-1763,720,1049,-325,-23
3561,18976776,830,-1762,722,1039,-352,-256
3562,18976773,830,-1763,723,1040,-353,-16
3563,18976783,801,-1785,727,1043,-357,-43
3564,18976793,739,-1816,765,1043,-336,-52
3565,18976803,737,-1864,845,1023,-328,-69
3566,18976813,732,-1911,917,956,-353,-85
3567,18976823,710,-1939,982,874,-414,-76
3568,18976833,719,-1909,1080,785,-502,-135
3569,18976843,801,-1854,1181,718,-630,-173
3570,18976853,888,-1766,1271,676,-798,-205
3571,18976863,934,-1753,1420,663,-974,-284
3572,18976873,983,-1530,1537,548,-1242,-286
3573,18976883,1040,-1558,1827,683,-1600,-237
3574,18976893,913,-1640,1857,401,-2229,121
3575,18976903,708,-1707,1794,-113,-2877,579
3576,18976913,593,-1766,1656,-569,-3480,835
3577,18976923,485,-1788,1411,-891,-3987,906
3578,18976933,413,-1767,1225,-1172,-4308,900
3579,18976943,409,-1719,1101,-1438,-4484,880
3580,18976953,394,-1649,844,-1909,-4642,887
3581,18976963,401,-1545,580,-2344,-4823,910
3582,18976973,400,-1420,228,-2634,-4881,874
3583,18976983,416,-1358,1,-2501,-4619,774
3584,18976993,446,-1325,-173,-2101,-4281,652
3585,18977003,331,-1393,-380,-1721,-4071,688
