sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
11024,19047568,-593,-4623,8864,-997,8555,-3908
11025,19047578,-2148,-3667,7686,844,-1773,228
11026,19047588,-1812,-2710,8139,5518,-9495,3190
11027,19047598,-1506,-1763,6763,8314,-13838,2208
11028,19047608,-1705,-1770,5521,9335,-15801,2345
11029,19047618,-2471,-2133,3847,8507,-17358,2988
11030,19047628,-3572,-2618,2324,6461,-18241,3279
11031,19047638,-4199,-2668,715,3603,-18339,3481
11032,19047648,-4573,-3272,-1316,1280,-17481,2946
11033,19047658,-4896,-5540,-4567,-97,-15951,1775
11034,19047668,-4487,-6096,-8726,-1654,-12677,87
11035,19047678,-4109,-3855,-11445,-4715,-8239,-2059
11036,19047688,-3326,-2382,-9098,-1952,-1627,-3548
11037,19047698,-2562,-830,-5680,-309,5487,-3953
11038,19047708,-1751,-127,-3865,-871,10004,-3073
11039,19047718,-1507,-191,-2970,-2245,11092,-706
11040,19047728,-1830,-819,-1740,-3494,11267,1659
11041,19047738,-2445,-1394,-230,-5093,12098,3553
11042,19047748,-3198,-1656,1739,-5807,13996,5265
11043,19047758,-3642,-2293,4108,-5122,16398,6540
11044,19047768,-3470,-2875,6709,-2623,17868,5996
11045,19047778,-3333,-3524,8388,1207,16473,2807
11046,19047788,-1905,-4887,9820,4413,10534,-1839
11047,19047798,-1557,-4283,8013,3481,1879,-2360
11048,19047808,-1875,-3543,7897,4720,-6963,2242
11049,19047818,-1669,-2434,6513,6523,-11764,2049
11050,19047815,-1669,-2435,6514,6523,-11765,2212
11051,19047825,-1631,-1900,4820,6786,-13882,1230
11052,19047835,-1888,-1814,3257,6369,-15020,1427
11053,19047845,-2470,-1831,1620,4726,-15977,1903
11054,19047855,-3077,-2141,256,2664,-16422,2176
11055,19047865,-3397,-2889,-1387,430,-16151,2084
11056,19047875,-3681,-4284,-3730,-1234,-15454,1551
11057,19047885,-3709,-4957,-7372,-2428,-13377,415
11058,19047895,-3687,-3728,-9684,-3432,-8916,-989
11059,19047905,-2961,-2727,-7734,-949,-3065,-2523
11060,19047915,-2159,-1886,-5094,2023,2846,-2992
11061,19047925,-1393,-1230,-3241,1555,6306,-3358
11062,19047935,-925,-836,-2527,197,7369,-2491
