sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
780,29697593,347,1296,1471,862,-136,-235
781,29697603,317,1261,1381,1127,93,-659
782,29697613,335,1081,1296,1048,390,-1041
783,29697623,431,1072,1868,916,315,-746
784,29697633,-186,1676,1862,153,903,-2313
785,29697643,203,1254,1774,-159,283,-793
786,29697653,62,1180,1753,207,-103,-449
787,29697663,38,1082,1775,332,-185,-271
788,29697673,76,1062,1927,347,-32,-192
789,29697683,79,1150,2032,466,35,-143
790,29697693,140,1147,2075,750,5,20
791,29697703,129,1202,2052,1112,-124,202
792,29697713,8,1324,2055,1448,-191,258
793,29697723,-11,1436,2031,1593,-80,220
794,29697733,-411,825,2660,1696,-54,338
795,29697743,-342,1413,2639,1376,280,50
796,29697753,9,2228,2306,1188,-37,501
797,29697763,-292,1495,2082,2740,22,-27
798,29697773,-159,1728,2117,1828,-17,732
799,29697783,12,1309,1904,2032,-283,1171
800,29697793,222,1061,1726,2329,-615,1413
801,29697803,258,961,1580,2415,-839,1382
802,29697813,236,990,1509,2599,-819,1094
803,29697823,236,1010,1540,2765,-610,852
804,29697833,211,1043,1649,2958,-275,693
805,29697843,149,1156,1776,3236,90,512
806,29697840,150,1156,1776,3237,90,519
807,29697850,265,1213,1718,3676,417,364
808,29697860,303,1248,1610,4020,355,345
809,29697870,168,1131,1481,4070,-29,412
810,29697880,791,1181,985,4102,-453,513
811,29697890,527,1424,831,3553,-1353,615
812,29697900,283,1707,964,2660,-1438,65
813,29697910,163,1732,995,2326,-1427,18
814,29697920,345,1745,989,2157,-1372,374
815,29697930,445,1695,867,2342,-1593,615
816,29697940,399,1576,594,2833,-1800,554
817,29697950,465,1460,289,3415,-1877,549
818,29697960,630,1464,-168,3996,-1794,517
819,29697970,831,1659,-928,4656,-1642,254
820,29697980,636,2068,-2373,5238,-1382,-271
821,29697990,316,2606,-3929,5096,-696,-614
822,29698000,-439,3198,-4571,4085,867,-1051
823,29698010,-823,2990,-4587,3282,3813,-1414
824,29698020,-965,3554,-3519,2254,6001,-1792
825,29698030,-960,3488,-3095,2904,7701,-1301
826,29698040,-677,3291,-2867,4172,8690,-623
827,29698050,-453,2880,-2740,4982,9252,219
828,29698060,-550,2381,-2501,5216,9798,717
829,29698070,-560,1878,-1920,4826,10472,691
830,29698080,-705,1682,-1202,3819,11015,394
831,29698090,-848,1498,-803,2869,10966,0
832,29698086,-848,1498,-803,2870,10966,171
833,29698096,-1451,1532,-748,1993,10471,-241
834,29698106,-2574,1787,-402,609,10020,-981
835,29698116,-4048,1929,695,-1450,9599,-1518
836,29698126,-5945,2035,3502,-3278,9394,-967
837,29698136,-6894,2675,6676,-3747,10698,179
838,29698146,-5277,2405,7670,-2613,12108,1660
839,29698156,-3713,2595,8133,-2100,10247,3070
840,29698166,-2570,2663,7552,-2036,5146,4272
841,29698176,-2968,2213,6349,-931,-2118,4168
842,29698186,-3581,1697,4900,1036,-7782,3326
843,29698196,-3831,1489,3506,2217,-10633,2419
844,29698206,-3293,1349,2270,2934,-11321,1715
845,29698216,-2520,1239,1256,2769,-11650,1811
846,29698226,-1844,1170,420,2354,-12492,2051
847,29698236,-1825,944,-502,1968,-14048,2012
848,29698246,-2294,493,-1547,1754,-15579,1581
849,29698256,-2164,52,-3270,1415,-16742,1091
850,29698266,-1171,154,-7574,698,-18783,735
851,29698276,-1919,1284,-11486,-1501,-21600,896
852,29698286,-2531,2414,-10791,-6807,-19874,2568
853,29698296,-3666,3605,-8667,-10436,-14044,2413
854,29698306,-3363,4050,-7652,-8726,-6597,1736
855,29698316,-2359,3917,-6507,-4917,21,1322
856,29698326,-1120,1727,-5797,71,4674,1844
857,29698336,-150,-143,-4715,3123,8045,2049
858,29698333,-150,-143,-4715,3123,8044,2189
859,29698343,233,-735,-3380,4793,10831,1190
860,29698353,138,-332,-2527,5933,12576,-631
861,29698363,-405,433,-1994,6291,12859,-2113
862,29698373,-1180,1213,-1397,5768,12174,-2919
863,29698383,-2194,1946,-542,4645,11347,-3118
864,29698393,-3804,3224,974,3066,10715,-3151
865,29698403,-4635,4192,2936,1182,10889,-3172
866,29698413,-4128,3412,4783,-660,10827,-1372
867,29698423,-3110,2658,6682,-3136,9853,795
868,29698433,-1588,2477,8103,-6406,7632,1832
869,29698443,-1508,2686,8821,-7608,3184,1889
870,29698453,-2175,2692,8333,-5603,-798,330
871,29698463,-2775,2604,7134,-2793,-3531,-850
872,29698473,-2507,1956,5842,-521,-5117,-331
873,29698483,-1988,1271,4758,344,-6175,1017
874,29698493,-1493,690,3564,836,-7209,1885
875,29698503,-1160,471,2400,1449,-8201,1923
876,29698513,-919,245,1011,2199,-9444,1217
877,29698523,-610,25,-852,2869,-11050,414
878,29698533,498,-16,-3986,3121,-13004,-732
879,29698543,-85,611,-7730,2355,-15548,-2468
880,29698553,-2530,1888,-10480,99,-16760,-2252
881,29698563,-3083,1537,-11528,-2074,-13283,562
882,29698573,-2561,2974,-11296,-5010,-7325,570
883,29698583,-3024,4115,-8998,-4908,-970,-1024
884,29698580,-3023,4115,-8998,-4907,-971,-951
885,29698590,-2272,4041,-6534,-2701,4297,-914
886,29698600,-1179,2487,-5118,602,7622,-441
887,29698610,-640,1197,-4006,3196,9561,-31
888,29698620,-758,904,-2778,3950,10450,-451
889,29698630,-1052,890,-1848,4078,10847,-1071
890,29698640,-1737,1431,-776,3188,10909,-1675
891,29698650,-2452,2456,242,1680,10835,-2062
892,29698660,-4065,3136,1827,744,10729,-1988
893,29698670,-4694,3319,4035,-815,11385,-1874
894,29698680,-4619,2885,6565,-2854,11210,28
895,29698690,-2804,1775,8945,-6126,10196,1898
896,29698700,-1586,1356,10957,-9104,6164,3852
897,29698710,-1302,1377,10057,-7720,1148,2854
898,29698720,-2412,1238,7979,-3390,-2908,4
899,29698730,-2720,1194,6522,54,-4448,-1455
900,29698740,-2289,826,5287,1544,-4798,-257
901,29698750,-1623,596,4302,1940,-5230,1231
902,29698760,-1244,334,3339,2469,-6166,1819
903,29698770,-950,98,2066,3338,-7499,1729
904,29698780,-644,-128,679,4041,-8914,1267
905,29698790,-383,-176,-788,4121,-10201,340
906,29698800,764,-192,-3494,3820,-11520,-834
907,29698810,611,93,-6307,2470,-13487,-2166
908,29698820,-89,1236,-7825,-126,-14072,-2635
909,29698830,-993,1503,-9160,-1876,-12566,-2049
910,29698827,-993,1503,-9159,-1875,-12566,-1876
911,29698837,-1351,2142,-9751,-2368,-8980,-1290
912,29698847,-1987,3016,-9556,-2873,-5466,-1424
913,29698857,-2220,2834,-8454,-1531,-902,-1151
914,29698867,-1674,2548,-6672,-1024,3429,-896
915,29698877,-1184,1893,-5128,-79,6548,-1073
916,29698887,-1080,1484,-3909,925,8410,-1353
917,29698897,-1293,1555,-2672,1329,9636,-1811
918,29698907,-1811,1800,-1435,1386,10427,-2170
919,29698917,-2285,2121,-209,992,10952,-2180
920,29698927,-2609,2918,1255,285,11144,-1865
921,29698937,-3526,3868,2851,-94,10395,-1159
922,29698947,-3875,4179,4544,-213,9334,-338
923,29698957,-3757,3246,5995,-403,7841,1063
924,29698967,-2795,1872,7389,-2351,6787,2389
925,29698977,-2158,1113,9011,-5124,5235,3104
926,29698987,-1215,1676,9205,-6575,3510,2640
927,29698997,-1266,1561,8088,-4732,102,1478
928,29699007,-1866,1350,6938,-1493,-2635,-140
929,29699017,-2033,1052,5655,555,-4310,-176
930,29699027,-1808,663,4346,1720,-5468,673
931,29699037,-1496,354,3186,2110,-6396,1447
932,29699047,-1180,139,2043,2381,-7554,1745
933,29699057,-637,8,500,2747,-8838,1399
934,29699067,367,-189,-1776,2909,-10486,522
935,29699077,614,-307,-4187,2340,-12710,-1281
936,29699073,614,-307,-4187,2341,-12711,-1038
937,29699083,38,738,-6134,89,-14057,-2921
938,29699093,-871,1941,-7668,-2308,-14010,-2984
939,29699103,-1170,1964,-8777,-2949,-12057,-1671
940,29699113,-1818,3147,-9342,-3780,-8891,-1014
