sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
8996,19028327,236,-1330,-1494,1055,-220,-53
8997,19028337,270,-1319,-1492,1049,-209,-86
8998,19028347,233,-1326,-1524,1035,-223,-67
8999,19028357,227,-1316,-1531,1029,-227,-68
9000,19028367,250,-1306,-1514,1046,-215,-85
9001,19028377,248,-1298,-1496,1039,-216,-69
9002,19028387,217,-1312,-1510,1038,-224,-70
9003,19028397,232,-1319,-1519,1025,-233,-67
9004,19028407,242,-1328,-1525,1026,-240,-61
9005,19028417,237,-1319,-1512,1029,-233,-74
9006,19028427,223,-1308,-1506,1041,-227,-80
9007,19028437,260,-1307,-1515,1028,-234,-70
9008,19028447,249,-1310,-1516,1029,-236,-66
9009,19028457,228,-1318,-1526,1034,-226,-75
9010,19028467,235,-1305,-1507,1046,-217,-80
9011,19028477,264,-1314,-1505,1032,-226,-76
9012,19028487,233,-1319,-1505,1018,-243,-68
9013,19028497,234,-1324,-1519,1017,-243,-70
9014,19028507,252,-1302,-1494,1007,-257,-58
9015,19028517,265,-1280,-1470,996,-297,-11
9016,19028527,178,-1304,-1568,922,-367,8
9017,19028537,233,-1315,-1550,994,-260,-67
9018,19028547,257,-1315,-1501,1064,-196,-78
9019,19028557,233,-1307,-1499,1041,-221,-84
9020,19028567,225,-1296,-1532,1016,-250,-67
9021,19028577,233,-1305,-1519,1027,-233,-256
9022,19028574,234,-1305,-1519,1028,-234,-64
9023,19028584,239,-1310,-1509,1038,-217,-77
9024,19028594,216,-1313,-1523,1042,-220,-76
9025,19028604,222,-1302,-1530,1036,-225,-77
9026,19028614,243,-1303,-1531,1035,-225,-73
9027,19028624,221,-1310,-1519,1051,-210,-78
9028,19028634,230,-1300,-1516,1064,-193,-85
9029,19028644,253,-1305,-1505,1051,-209,-74
9030,19028654,237,-1306,-1528,1037,-220,-73
9031,19028664,210,-1300,-1518,1036,-214,-74
9032,19028674,220,-1319,-1526,1052,-195,-60
9033,19028684,268,-1281,-1533,1067,-201,-105
9034,19028694,241,-1314,-1514,1061,-196,-81
9035,19028704,213,-1313,-1502,1057,-202,-56
9036,19028714,250,-1295,-1513,1040,-213,-80
9037,19028724,245,-1312,-1511,1038,-223,-66
9038,19028734,225,-1312,-1522,1045,-213,-73
9039,19028744,242,-1324,-1513,1056,-199,-71
9040,19028754,241,-1309,-1530,1053,-196,-69
9041,19028764,239,-1310,-1509,1046,-212,-79
9042,19028774,221,-1301,-1486,1047,-201,-77
9043,19028784,292,-1261,-1459,1042,-213,-58
9044,19028794,317,-1225,-1467,1054,-267,34
9045,19028804,301,-1246,-1544,1088,-401,243
9046,19028814,200,-1370,-1561,1144,-566,452
9047,19028824,186,-725,-1463,1157,-565,512
9048,19028821,187,-726,-1463,1157,-565,522
9049,19028831,541,-1886,-1841,1594,-535,263
9050,19028841,-53,-1367,-1669,672,-655,633
9051,19028851,95,-1350,-1546,1259,-388,71
9052,19028861,194,-1294,-1454,1271,-147,-21
9053,19028871,112,-1346,-1521,1209,-102,-64
9054,19028881,76,-1348,-1645,1126,-83,-83
9055,19028891,102,-1380,-1639,1268,85,-224
9056,19028901,154,-1371,-1550,1448,339,-423
9057,19028911,217,-1365,-1468,1495,431,-555
9058,19028921,295,-1354,-1444,1415,406,-578
9059,19028931,264,-1404,-1440,1380,327,-478
9060,19028941,369,-2568,-1622,1224,238,-419
9061,19028951,67,-891,-1359,380,65,-194
9062,19028961,520,-1320,-1241,1555,291,-992
9063,19028971,336,-1368,-1394,1114,69,-325
9064,19028981,280,-1337,-1531,839,-173,-240
9065,19028991,263,-1352,-1539,958,-201,-102
9066,19029001,312,-1331,-1475,1058,-118,-219
9067,19029011,321,-1313,-1431,1104,-89,-230
9068,19029021,312,-1325,-1438,1087,-139,-135
