sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
16120,19095916,-680,-1987,88,1096,114,-68
16121,19095926,-693,-1997,61,1079,98,-76
16122,19095936,-713,-2003,59,1104,123,-102
16123,19095946,-713,-2013,37,1103,132,-104
16124,19095956,-688,-1983,30,1043,148,-127
16125,19095966,-688,-1977,69,1081,200,-153
16126,19095976,-674,-1955,71,1113,245,-184
16127,19095986,-648,-1946,109,1144,241,-166
16128,19095996,-658,-1927,109,1187,214,-150
16129,19096006,-709,-1910,121,1184,178,-161
16130,19096016,-691,-1919,146,1187,174,-151
16131,19096026,-674,-1937,102,1158,171,-160
16132,19096036,-726,-1970,33,1121,235,-185
16133,19096046,-710,-1971,77,1162,373,-249
16134,19096056,-644,-1957,104,1230,450,-307
16135,19096066,-657,-1948,99,1215,422,-297
16136,19096076,-656,-1927,125,1205,388,-303
16137,19096086,-624,-1874,154,1212,384,-311
16138,19096096,-594,-1877,193,1231,368,-303
16139,19096106,-593,-1889,222,1257,332,-269
16140,19096116,-590,-1851,260,1249,281,-236
16141,19096126,-570,-1910,265,1201,190,-186
16142,19096136,-587,-1891,298,1158,118,-139
16143,19096146,-607,-1902,295,1079,-2,-118
16144,19096156,-605,-1884,275,1003,-125,-63
16145,19096166,-581,-1867,263,941,-204,-256
16146,19096163,-581,-1868,263,942,-204,-40
16147,19096173,-625,-1867,237,903,-275,-5
16148,19096183,-649,-1873,159,912,-296,5
16149,19096193,-600,-1920,181,975,-232,-13
16150,19096203,-592,-1927,198,1010,-191,-42
16151,19096213,-625,-1929,176,978,-236,-14
16152,19096223,-617,-1922,150,958,-271,-9
16153,19096233,-624,-1927,151,982,-270,2
16154,19096243,-686,-1936,160,988,-260,-1
16155,19096253,-723,-1943,182,1003,-243,-7
16156,19096263,-701,-1937,249,1017,-252,-31
16157,19096273,-709,-1914,299,1007,-267,-60
16158,19096283,-716,-1891,311,993,-314,-80
16159,19096293,-718,-1868,325,971,-386,-73
16160,19096303,-672,-1877,351,958,-477,-55
16161,19096313,-702,-1872,314,938,-550,-53
16162,19096323,-744,-1888,302,934,-561,-72
16163,19096333,-697,-1875,293,943,-565,-104
16164,19096343,-721,-1873,270,917,-600,-126
16165,19096353,-780,-1864,252,907,-653,-102
16166,19096363,-784,-1851,267,944,-674,-116
16167,19096373,-749,-1850,313,984,-677,-142
16168,19096383,-756,-1864,335,1020,-707,-157
16169,19096393,-783,-1873,326,1020,-772,-142
16170,19096403,-782,-1881,336,1030,-845,-129
16171,19096413,-785,-1866,306,1030,-895,-256
16172,19096409,-785,-1866,306,1031,-896,-173
16173,19096419,-802,-1864,297,1048,-890,-225
16174,19096429,-789,-1836,304,1060,-934,-232
16175,19096439,-752,-1805,283,1012,-1012,-236
16176,19096449,-740,-1770,272,983,-1072,-245
16177,19096459,-750,-1757,251,974,-1120,-208
16178,19096469,-735,-1749,261,964,-1146,-169
16179,19096479,-750,-1732,262,946,-1152,-153
16180,19096489,-735,-1741,285,924,-1134,-169
16181,19096499,-703,-1754,300,865,-1122,-161
16182,19096509,-652,-1769,284,793,-1138,-124
16183,19096519,-642,-1773,251,713,-1186,-127
16184,19096529,-596,-1798,219,682,-1240,-81
16185,19096539,-539,-1782,186,654,-1285,-78
16186,19096549,-589,-1764,147,630,-1309,-31
16187,19096559,-630,-1760,131,648,-1323,21
16188,19096569,-615,-1728,134,673,-1239,-17
16189,19096579,-631,-1683,187,724,-1125,-7
16190,19096589,-655,-1687,213,718,-1066,14
16191,19096599,-589,-1699,199,672,-1056,-7
16192,19096609,-518,-1758,222,665,-1053,76
16193,19096619,-580,-1867,180,647,-1068,193
16194,19096629,-652,-1931,132,633,-1085,277
16195,19096639,-749,-1996,76,651,-1113,307
16196,19096649,-825,-2012,30,706,-1144,286
16197,19096659,-871,-1977,73,807,-1130,0
16198,19096656,-871,-1978,73,808,-1130,175
16199,19096666,-816,-1903,175,935,-1068,59
16200,19096676,-674,-1832,291,1007,-1018,-28
16201,19096686,-644,-1841,317,957,-964,-13
16202,19096696,-656,-1912,354,894,-988,108
16203,19096706,-677,-1932,297,787,-1048,149
16204,19096716,-753,-1991,206,747,-1112,222
16205,19096726,-853,-2077,168,799,-1169,275
16206,19096736,-899,-2145,24,863,-1211,249
16207,19096746,-893,-2088,-8,947,-1281,164
16208,19096756,-803,-2026,90,1126,-1228,-30
16209,19096766,-729,-1986,295,1239,-1047,-139
16210,19096776,-700,-1970,460,1201,-924,-115
16211,19096786,-665,-1958,529,959,-935,-59
16212,19096796,-721,-1959,537,683,-964,15
16213,19096806,-774,-2078,486,582,-1002,82
16214,19096816,-787,-2143,333,478,-1060,78
16215,19096826,-838,-2163,183,453,-1157,-7
16216,19096836,-851,-2160,118,559,-1235,-92
16217,19096846,-793,-2141,76,651,-1268,-199
16218,19096856,-767,-2075,39,706,-1309,-230
16219,19096866,-726,-2019,57,778,-1260,-299
16220,19096876,-672,-2040,105,879,-1118,-345
16221,19096886,-619,-2050,117,909,-1076,-306
16222,19096896,-649,-2097,67,882,-1120,-268
16223,19096906,-704,-2158,21,919,-1123,-256
16224,19096903,-704,-2159,22,920,-1123,-249
16225,19096913,-722,-2176,99,978,-1063,-263
16226,19096923,-714,-2172,185,994,-1009,-279
16227,19096933,-730,-2166,256,925,-995,-324
16228,19096943,-808,-2143,292,851,-1022,-331
16229,19096953,-890,-2148,389,844,-989,-349
16230,19096963,-991,-2178,429,830,-959,-330
16231,19096973,-1001,-2152,522,780,-1002,-366
16232,19096983,-738,-2137,629,690,-1051,-524
16233,19096993,-637,-2112,636,477,-1087,-559
16234,19097003,-705,-2102,586,341,-1250,-470
16235,19097013,-726,-2044,493,192,-1352,-482
16236,19097023,-692,-2020,478,111,-1408,-472
16237,19097033,-629,-1910,409,29,-1481,-500
16238,19097043,-636,-1814,303,-54,-1619,-527
16239,19097053,-571,-1759,233,-22,-1786,-501
16240,19097063,-446,-1768,226,63,-1865,-488
16241,19097073,-468,-1807,207,69,-1892,-430
16242,19097083,-490,-1847,162,4,-1985,-336
16243,19097093,-585,-1922,136,-130,-2040,-240
16244,19097103,-613,-1973,93,-320,-1941,-170
16245,19097113,-598,-1956,26,-566,-1828,-228
16246,19097123,-529,-1829,-86,-668,-1771,-340
16247,19097133,-369,-1619,-172,-561,-1760,-493
16248,19097143,-227,-1528,-164,-240,-1714,-631
16249,19097153,-88,-1548,-74,147,-1649,-768
16250,19097149,-88,-1549,-73,148,-1649,-591
16251,19097159,-54,-1592,-83,318,-1668,-450
16252,19097169,-105,-1646,-200,310,-1824,-298
16253,19097179,-188,-1679,-342,328,-2012,-148
16254,19097189,-239,-1728,-517,366,-2127,-62
16255,19097199,-297,-1835,-645,443,-2191,68
16256,19097209,-387,-1954,-680,641,-2234,122
16257,19097219,-314,-1985,-584,886,-2121,-39
16258,19097229,-263,-2048,-471,1002,-1835,-191
16259,19097239,-237,-2121,-344,954,-1590,-149
16260,19097249,-226,-2145,-324,845,-1511,-121
16261,19097259,-201,-2088,-435,649,-1557,-128
16262,19097269,-185,-2042,-521,548,-1529,-183
16263,19097279,-205,-2062,-551,657,-1422,-209
16264,19097289,-180,-2094,-520,780,-1298,-242
16265,19097299,-179,-2137,-516,834,-1222,-271
16266,19097309,-253,-2224,-545,854,-1203,-238
16267,19097319,-309,-2258,-608,825,-1189,-197
16268,19097329,-335,-2275,-670,765,-1120,-227
16269,19097339,-375,-2319,-742,740,-958,-274
16270,19097349,-440,-2328,-729,799,-771,-376
16271,19097359,-398,-2261,-648,889,-531,-527
16272,19097369,-300,-2211,-424,994,-266,-680
16273,19097379,-198,-2156,-243,1018,-39,-767
16274,19097389,-105,-2117,-113,945,20,-827
16275,19097399,-31,-2083,-63,845,8,-1024
16276,19097396,-31,-2083,-63,845,7,-783
16277,19097406,-2,-2085,-71,727,-62,-743
16278,19097416,-30,-2083,-172,604,-154,-709
16279,19097426,-53,-2038,-301,518,-295,-680
16280,19097436,-10,-2023,-377,522,-428,-645
16281,19097446,-74,-2091,-469,561,-469,-602
16282,19097456,-95,-2157,-581,574,-400,-627
16283,19097466,-124,-2195,-700,517,-345,-614
16284,19097476,-99,-2219,-772,482,-331,-645
16285,19097486,-124,-2159,-854,446,-261,-711
16286,19097496,-58,-2076,-871,570,-117,-777
16287,19097506,16,-1928,-838,743,20,-837
16288,19097516,88,-1834,-745,1010,131,-875
16289,19097526,121,-1762,-651,1316,189,-830
16290,19097536,197,-1681,-526,1559,180,-761
16291,19097546,191,-1694,-392,1788,139,-659
16292,19097556,124,-1776,-246,1979,116,-520
16293,19097566,75,-1869,-102,2008,148,-415
16294,19097576,55,-1934,-49,1883,191,-351
16295,19097586,9,-1986,-15,1672,255,-322
16296,19097596,-28,-1996,16,1486,332,-341
16297,19097606,-7,-2031,82,1374,401,-387
16298,19097616,52,-1998,73,1234,423,-407
16299,19097626,59,-1957,33,1127,369,-451
16300,19097636,89,-1919,35,1132,297,-465
16301,19097646,167,-1864,37,1180,231,-512
16302,19097643,168,-1865,38,1180,231,-458
16303,19097653,194,-1841,30,1237,133,-423
16304,19097663,172,-1835,17,1317,16,-343
16305,19097673,212,-1855,40,1420,-95,-257
16306,19097683,214,-1856,33,1488,-205,-172
16307,19097693,181,-1930,13,1534,-288,-108
16308,19097703,177,-1970,5,1534,-353,-50
16309,19097713,171,-1998,-85,1442,-385,-28
16310,19097723,121,-2051,-139,1358,-341,-40
16311,19097733,66,-2057,-247,1291,-236,-86
16312,19097743,75,-2072,-288,1262,-60,-139
16313,19097753,113,-2077,-216,1312,125,-196
16314,19097763,102,-2049,-144,1312,224,-224
16315,19097773,107,-2026,-104,1310,228,-204
16316,19097783,135,-1979,-86,1294,189,-184
16317,19097793,124,-1951,-22,1338,177,-162
16318,19097803,78,-1987,14,1387,175,-138
16319,19097813,64,-2009,29,1382,168,-107
16320,19097823,48,-2055,36,1344,140,-106
16321,19097833,-23,-2102,29,1269,122,-122
16322,19097843,-50,-2108,-7,1144,105,-138
16323,19097853,-21,-2044,-88,1022,128,-204
16324,19097863,27,-2011,-65,1033,272,-301
16325,19097873,52,-1945,-37,1080,352,-328
16326,19097883,108,-1878,-19,1082,349,-320
16327,19097893,157,-1852,-6,1154,334,-512
16328,19097889,158,-1853,-6,1154,333,-269
16329,19097899,160,-1839,17,1271,339,-226
16330,19097909,193,-1827,46,1376,317,-175
16331,19097919,238,-1828,35,1402,233,-104
16332,19097929,205,-1791,-28,1349,126,-12
16333,19097939,148,-1836,-89,1325,73,84
16334,19097949,140,-1853,-130,1304,103,127
16335,19097959,173,-1851,-109,1320,136,136
16336,19097969,133,-1885,-92,1345,223,132
16337,19097979,110,-1919,-62,1347,315,139
16338,19097989,153,-1961,0,1308,398,149
16339,19097999,149,-2002,11,1215,455,193
16340,19098009,111,-2057,1,1105,445,265
16341,19098019,100,-2087,-27,995,413,323
16342,19098029,95,-2098,-75,918,380,361
16343,19098039,31,-2100,-106,911,353,385
16344,19098049,-26,-2107,-136,991,344,402
16345,19098059,-11,-2110,-76,1194,433,361
16346,19098069,-22,-2117,22,1399,570,294
16347,19098079,-50,-2117,120,1504,715,254
16348,19098089,-6,-2136,203,1497,780,242
16349,19098099,1,-2127,228,1407,786,244
16350,19098109,-14,-2135,217,1285,757,240
16351,19098119,-33,-2117,229,1186,696,258
16352,19098129,-29,-2112,243,1122,627,296
16353,19098139,-48,-2148,285,1091,577,256
16354,19098136,-48,-2148,285,1092,577,357
16355,19098146,-118,-2179,293,1072,542,394
16356,19098156,-115,-2159,312,1039,503,374
16357,19098166,-106,-2157,332,1058,525,332
16358,19098176,-141,-2129,363,1089,552,301
16359,19098186,-132,-2104,422,1124,594,271
16360,19098196,-106,-2088,468,1141,594,283
16361,19098206,-122,-2076,470,1107,523,326
16362,19098216,-161,-2080,460,1077,442,360
16363,19098226,-171,-2041,398,1079,365,365
