sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
4394,18984667,661,-1747,874,1041,-276,-75
4395,18984677,674,-1758,874,1037,-275,-86
4396,18984687,706,-1704,867,1043,-276,-103
4397,18984697,685,-1698,879,1042,-300,-84
4398,18984707,673,-1682,884,1044,-312,-62
4399,18984717,695,-1708,873,1045,-329,-36
4400,18984727,684,-1725,858,1040,-317,-27
4401,18984737,631,-1758,887,1062,-285,-18
4402,18984747,654,-1787,883,1073,-279,-24
4403,18984757,677,-1776,870,1038,-275,-50
4404,18984767,646,-1774,891,1036,-250,-76
4405,18984777,656,-1749,885,1027,-259,-87
4406,18984787,709,-1707,871,1016,-276,-101
4407,18984797,690,-1710,865,1016,-295,-74
4408,18984807,655,-1721,859,1029,-295,-59
4409,18984817,672,-1735,865,1040,-299,-43
4410,18984827,683,-1741,856,1037,-310,-32
4411,18984837,660,-1761,859,1032,-318,-28
4412,18984847,644,-1767,870,1033,-314,-40
4413,18984857,685,-1755,865,1026,-314,-43
4414,18984867,656,-1741,828,992,-321,-52
4415,18984877,667,-1746,821,1016,-283,-75
4416,18984887,691,-1757,859,1030,-253,-80
4417,18984897,712,-1732,860,1026,-267,-79
4418,18984907,688,-1735,847,1015,-294,-66
4419,18984917,661,-1750,844,1014,-292,-256
4420,18984913,662,-1751,844,1015,-293,-66
4421,18984923,703,-1748,866,1029,-286,-61
4422,18984933,683,-1749,858,1025,-284,-57
4423,18984943,665,-1761,875,1032,-290,-59
4424,18984953,662,-1743,868,1006,-306,-75
4425,18984963,718,-1745,880,1021,-312,-70
4426,18984973,667,-1769,902,1038,-326,-40
4427,18984983,653,-1796,918,1086,-343,-14
4428,18984993,671,-1816,932,1061,-361,-28
4429,18985003,634,-1819,953,988,-357,-65
4430,18985013,595,-1845,984,889,-345,-111
4431,18985023,583,-1865,1063,814,-339,-167
4432,18985033,638,-1883,1174,734,-334,-218
4433,18985043,645,-1908,1302,590,-354,-288
4434,18985053,670,-1869,1358,413,-434,-377
4435,18985063,768,-1788,1398,213,-557,-452
4436,18985073,811,-1695,1361,62,-705,-507
4437,18985083,796,-1586,1271,-1,-903,-517
4438,18985093,828,-1496,1201,83,-1152,-467
4439,18985103,894,-1411,1152,165,-1408,-367
4440,18985113,873,-1419,1139,273,-1688,-116
4441,18985123,806,-1467,1145,329,-1895,141
4442,18985133,840,-1540,1170,303,-2076,322
4443,18985143,828,-1673,1151,152,-2337,553
4444,18985153,648,-1541,1052,-214,-2600,807
4445,18985163,745,-1668,1050,-52,-2577,768
4446,18985160,746,-1668,1050,-51,-2578,779
4447,18985170,743,-1707,960,-231,-2485,609
4448,18985180,719,-1661,813,-616,-2558,604
4449,18985190,629,-1616,650,-1067,-2741,721
4450,18985200,495,-1592,448,-1446,-2965,1017
4451,18985210,371,-1639,266,-1740,-3106,1290
4452,18985220,291,-1807,121,-1844,-3162,1414
4453,18985230,315,-1719,29,-1957,-3183,1438
4454,18985240,327,-1690,-133,-2018,-3197,1443
4455,18985250,291,-1648,-269,-1837,-2986,1344
4456,18985260,287,-1702,-395,-1480,-2591,1086
4457,18985270,293,-1907,-501,-1079,-2204,926
4458,18985280,197,-1987,-641,-1171,-1910,818
4459,18985290,143,-2080,-761,-1263,-1705,650
4460,18985300,130,-2095,-933,-1370,-1486,476
4461,18985310,171,-2075,-1002,-1421,-1310,281
4462,18985320,226,-1977,-1084,-1400,-1165,73
4463,18985330,300,-1817,-1165,-1507,-1140,-76
4464,18985340,426,-1555,-1288,-1723,-1164,-142
4465,18985350,488,-1392,-1435,-1830,-1203,-12
4466,18985360,448,-1321,-1463,-1712,-1239,311
4467,18985370,432,-1392,-1314,-1238,-1198,674
4468,18985380,372,-1510,-1218,-569,-1110,988
4469,18985390,268,-1656,-1155,96,-1171,1128
4470,18985400,217,-1748,-1186,529,-1295,1019
4471,18985410,199,-1790,-1170,800,-1444,768
4472,18985407,199,-1790,-1170,801,-1444,906
4473,18985417,188,-1750,-1129,921,-1478,780
4474,18985427,171,-1697,-1110,997,-1398,689
4475,18985437,212,-1457,-1011,973,-1262,627
4476,18985447,221,-1458,-976,1163,-1246,916
4477,18985457,143,-1620,-915,1432,-1231,1369
4478,18985467,13,-1914,-963,1438,-1185,1710
4479,18985477,-756,-3533,-1526,1451,-986,1625
4480,18985487,-149,-1728,-1049,371,-517,900
4481,18985497,111,-1787,-1195,205,-131,-733
4482,18985507,100,-1960,-871,1263,221,-379
4483,18985517,107,-1897,-801,1131,115,-174
4484,18985527,82,-1858,-773,930,2,-203
4485,18985537,226,-1715,-670,883,43,-386
4486,18985547,212,-1715,-740,589,190,-435
4487,18985557,252,-1690,-861,431,143,-253
4488,18985567,65,-1859,-731,712,-412,463
4489,18985577,-78,-1286,-429,695,-910,821
4490,18985587,-804,-2132,-1270,550,-707,522
4491,18985597,-163,-1663,-1261,-97,-965,983
4492,18985607,82,-1696,-1192,472,-644,-47
4493,18985617,41,-1684,-1136,738,-453,108
4494,18985627,-73,-1705,-1192,836,-445,161
4495,18985637,-150,-1706,-1238,974,-385,40
4496,18985647,-186,-1758,-1140,1274,-111,-134
4497,18985657,-114,-1802,-1010,1533,198,-512
4498,18985653,-114,-1803,-1009,1534,197,-424
4499,18985663,-59,-2064,-915,1497,356,-655
4500,18985673,-1168,-1192,-753,1141,283,-593
4501,18985683,621,-1955,-1273,811,706,-1626
4502,18985693,-74,-2032,-1268,151,643,-973
4503,18985703,-276,-2109,-1197,557,589,63
4504,18985713,5,-1856,-1408,529,392,-987
4505,18985723,96,-1741,-1453,581,290,-1388
4506,18985733,88,-1799,-1358,1096,329,-1087
4507,18985743,128,-1741,-1231,1476,414,-1019
4508,18985753,237,-1688,-1142,1710,438,-1120
4509,18985763,328,-1636,-1005,1884,522,-1161
4510,18985773,356,-1652,-851,1962,633,-1119
4511,18985783,424,-1669,-704,1893,727,-1025
4512,18985793,493,-1663,-626,1690,737,-925
4513,18985803,516,-1695,-567,1463,708,-810
4514,18985813,530,-1722,-527,1264,619,-667
4515,18985823,540,-1709,-539,1157,517,-500
4516,18985833,533,-1758,-559,1138,424,-444
4517,18985843,491,-1801,-614,1155,341,-448
4518,18985853,481,-1847,-633,1250,253,-409
4519,18985863,517,-1831,-655,1325,117,-410
4520,18985873,498,-1818,-673,1315,7,-428
4521,18985883,496,-1806,-692,1251,-52,-393
4522,18985893,527,-1783,-696,1159,-114,-335
4523,18985903,527,-1779,-715,1041,-198,-512
4524,18985900,527,-1779,-715,1042,-198,-272
4525,18985910,482,-1736,-773,883,-268,-198
4526,18985920,512,-1709,-789,795,-320,-158
4527,18985930,510,-1689,-849,765,-363,-129
4528,18985940,471,-1729,-890,772,-354,-119
4529,18985950,436,-1723,-929,813,-299,-137
4530,18985960,484,-1710,-935,899,-244,-178
4531,18985970,490,-1735,-941,985,-230,-182
4532,18985980,448,-1761,-948,1000,-258,-148
4533,18985990,473,-1752,-989,1032,-308,-144
4534,18986000,494,-1771,-1031,1080,-336,-144
4535,18986010,447,-1796,-1102,1155,-303,-168
4536,18986020,421,-1848,-1170,1310,-232,-233
4537,18986030,464,-1823,-1235,1477,-140,-336
4538,18986040,444,-1840,-1394,1669,-53,-456
4539,18986050,411,-1875,-1509,1945,130,-582
4540,18986060,457,-1906,-1620,2238,214,-667
4541,18986070,521,-2005,-1772,2520,279,-760
4542,18986080,491,-2103,-1928,2727,459,-803
4543,18986090,402,-2249,-2067,2956,805,-961
4544,18986100,415,-2368,-2126,3190,1456,-1250
4545,18986110,435,-2514,-2025,3451,2029,-1538
4546,18986120,466,-2449,-1894,3407,2346,-1778
4547,18986130,550,-2285,-1785,3253,2552,-1882
4548,18986140,561,-2165,-1728,3289,2750,-1921
4549,18986150,561,-2078,-1572,3458,3201,-2049
4550,18986147,562,-2079,-1572,3458,3201,-1975
4551,18986157,514,-2008,-1366,3677,3730,-2096
4552,18986167,481,-1864,-1111,3896,4289,-2214
4553,18986177,452,-1786,-767,4187,5017,-2359
4554,18986187,326,-1706,-329,4351,5528,-2353
4555,18986197,251,-1562,99,4275,5916,-2329
4556,18986207,196,-1509,550,4164,6040,-2207
4557,18986217,119,-1390,1015,3866,5944,-1958
4558,18986227,48,-1241,1459,3447,5593,-1660
4559,18986237,130,-1078,1934,3041,5140,-1386
4560,18986247,157,-790,2440,2597,4559,-1102
4561,18986257,264,-550,3106,2366,4033,-1044
4562,18986267,470,-237,4091,2183,3634,-1147
4563,18986277,666,-29,4781,1871,3200,-1562
4564,18986287,457,75,4471,1111,2498,-1817
4565,18986297,10,363,4170,306,929,-773
4566,18986307,-317,281,4267,570,-781,755
4567,18986317,-659,203,4293,864,-2185,1975
4568,18986327,-851,-7,4163,1129,-3329,2810
4569,18986337,-1129,-289,4245,1666,-4737,3946
4570,18986347,-1449,-467,4297,2182,-6247,5042
4571,18986357,-1892,-615,4266,2645,-7599,5833
4572,18986367,-2289,-871,4059,3200,-8931,6388
4573,18986377,-2548,-997,3868,3770,-10015,6639
4574,18986387,-2675,-1128,3549,4085,-10866,6682
4575,18986397,-2735,-1165,3181,4110,-11431,6403
4576,18986393,-2734,-1166,3181,4110,-11432,6489
4577,18986403,-2813,-1160,2788,3976,-11768,6359
4578,18986413,-2853,-1169,2433,3636,-11842,6277
4579,18986423,-3024,-1304,2145,3240,-11712,6225
4580,18986433,-3223,-1577,1857,2622,-11546,6297
4581,18986443,-3293,-1930,1458,1701,-11437,6327
4582,18986453,-3415,-2356,1020,692,-11520,6086
4583,18986463,-3523,-2780,592,-343,-11583,5490
4584,18986473,-3619,-2901,-86,-1661,-11535,4719
4585,18986483,-3420,-2695,-847,-2815,-11322,3621
4586,18986493,-3093,-2420,-1639,-3094,-10981,2461
4587,18986503,-2918,-2300,-2142,-2592,-10644,1814
4588,18986513,-2743,-2226,-2209,-1662,-10062,1496
4589,18986523,-2536,-2478,-2153,-671,-8762,1364
4590,18986533,-2498,-2628,-2171,-118,-7118,1306
4591,18986543,-2482,-2773,-2170,362,-5396,1201
4592,18986553,-2222,-2821,-2005,944,-3732,727
4593,18986563,-1966,-2762,-1783,1494,-2587,248
4594,18986573,-1739,-2681,-1510,2010,-1943,-33
4595,18986583,-1553,-2561,-1325,2186,-1662,-252
4596,18986593,-1414,-2406,-1198,2023,-1539,-474
4597,18986603,-1356,-2258,-1101,1774,-1371,-502
4598,18986613,-1258,-2172,-1024,1612,-1100,-470
4599,18986623,-1164,-2120,-932,1473,-780,-426
4600,18986633,-1102,-2111,-867,1366,-452,-381
4601,18986643,-1060,-2121,-797,1325,-113,-512
4602,18986640,-1060,-2121,-796,1325,-113,-351
4603,18986650,-1002,-2152,-738,1341,190,-329
4604,18986660,-962,-2166,-683,1367,374,-338
4605,18986670,-984,-2184,-661,1312,451,-362
4606,18986680,-1023,-2230,-710,1193,480,-367
4607,18986690,-1059,-2254,-830,997,578,-384
4608,18986700,-1131,-2286,-895,884,779,-396
4609,18986710,-1176,-2335,-879,949,1015,-374
4610,18986720,-1130,-2354,-882,1055,1212,-472
4611,18986730,-1100,-2385,-879,1150,1354,-600
4612,18986740,-1103,-2392,-935,1184,1510,-694
4613,18986750,-1065,-2324,-1019,1251,1692,-839
4614,18986760,-1043,-2315,-985,1517,1957,-1069
4615,18986770,-1060,-2255,-932,1794,2251,-1336
4616,18986780,-1078,-2243,-919,1937,2511,-1581
4617,18986790,-1122,-2264,-902,1967,2799,-1730
4618,18986800,-1191,-2329,-899,1884,3191,-1866
4619,18986810,-1264,-2360,-843,1755,3755,-2020
4620,18986820,-1201,-2378,-754,1699,4292,-2220
4621,18986830,-1164,-2275,-618,1601,4803,-2415
4622,18986840,-1080,-2265,-495,1514,5323,-2629
4623,18986850,-1065,-2083,-278,1425,5630,-2718
4624,18986860,-983,-1990,-90,1482,5835,-2744
4625,18986870,-992,-1995,63,1613,6005,-2782
4626,18986880,-1075,-2026,276,1879,6151,-2780
4627,18986890,-1043,-2098,482,2029,6338,-3073
4628,18986887,-1042,-2098,483,2029,6337,-2949
4629,18986897,-1102,-2105,631,1817,6481,-3204
4630,18986907,-1156,-2105,690,1368,6765,-3397
4631,18986917,-1198,-2067,756,955,7212,-3573
4632,18986927,-1197,-1995,897,667,7758,-3771
4633,18986937,-1184,-1925,1108,372,8027,-3940
4634,18986947,-1199,-1848,1270,55,8104,-4025
4635,18986957,-1209,-1786,1374,-230,8041,-4009
4636,18986967,-1235,-1658,1391,-416,7804,-3938
4637,18986977,-1222,-1458,1490,-248,7636,-3975
4638,18986987,-1269,-1322,1603,144,7405,-3979
4639,18986997,-1170,-1257,1781,722,7129,-3911
4640,18987007,-1093,-1166,1944,1124,6892,-3862
4641,18987017,-1085,-1136,2138,1391,6592,-3745
4642,18987027,-1053,-1036,2329,1543,6323,-3656
4643,18987037,-857,-923,2599,1647,6170,-3733
4644,18987047,-742,-903,2820,1614,5870,-3763
4645,18987057,-540,-755,3043,1296,5439,-3765
4646,18987067,-298,-578,3196,934,4849,-3620
4647,18987077,-44,-397,3243,664,4124,-3361
4648,18987087,65,-298,3172,563,3378,-2960
4649,18987097,150,-270,3006,604,2645,-2398
4650,18987107,150,-353,2904,825,2106,-1767
4651,18987117,20,-554,2850,1101,1648,-1167
4652,18987127,-69,-738,2800,1194,1267,-732
4653,18987137,-89,-894,2752,1181,992,-512
4654,18987133,-89,-895,2752,1181,992,-470
4655,18987143,-66,-1031,2726,1112,700,-303
4656,18987153,-11,-1104,2652,991,323,-172
4657,18987163,102,-1153,2568,851,-106,-84
4658,18987173,211,-1113,2425,562,-562,-1
4659,18987183,220,-1135,2237,317,-961,104
4660,18987193,222,-1142,2009,180,-1310,205
4661,18987203,263,-1183,1757,149,-1452,206
4662,18987213,327,-1209,1598,182,-1359,117
4663,18987223,393,-1248,1549,319,-1140,-45
4664,18987233,522,-1265,1514,363,-989,-147
4665,18987243,631,-1276,1510,285,-950,-170
4666,18987253,682,-1325,1440,173,-1003,-107
4667,18987263,687,-1371,1304,51,-1094,-18
4668,18987273,755,-1424,1163,31,-1155,26
4669,18987283,711,-1514,1044,55,-1182,77
4670,18987293,683,-1599,960,125,-1142,56
4671,18987303,722,-1650,953,174,-961,-95
4672,18987313,791,-1663,958,116,-829,-248
4673,18987323,795,-1675,953,74,-768,-320
4674,18987333,837,-1681,971,37,-695,-412
4675,18987343,903,-1646,945,-55,-692,-494
4676,18987353,897,-1679,914,-184,-731,-536
4677,18987363,858,-1685,828,-371,-788,-551
4678,18987373,826,-1701,665,-576,-840,-578
4679,18987383,836,-1698,602,-683,-725,-768
4680,18987380,836,-1699,602,-683,-725,-684
4681,18987390,791,-1686,561,-754,-603,-783
4682,18987400,819,-1649,584,-809,-534,-846
4683,18987410,1027,-1681,658,-825,-444,-907
4684,18987420,1321,-1759,658,-886,-425,-916
4685,18987430,1551,-2048,544,-831,-584,-643
4686,18987440,1463,-2366,155,-558,-795,-78
4687,18987450,1006,-2555,-85,135,-937,626
4688,18987460,640,-2523,11,1087,-858,824
4689,18987470,592,-2331,393,1659,-490,332
4690,18987480,822,-1965,678,1604,-242,-290
4691,18987490,863,-1657,793,1144,-272,-476
4692,18987500,922,-1397,775,604,-409,-564
4693,18987510,1043,-1237,706,94,-522,-588
4694,18987520,1188,-1219,594,-164,-559,-502
4695,18987530,1261,-1298,452,-235,-621,-349
4696,18987540,1274,-1397,285,-170,-698,-133
4697,18987550,1253,-1504,148,96,-779,167
4698,18987560,1096,-1631,25,454,-803,438
4699,18987570,909,-1695,-15,831,-663,581
4700,18987580,884,-1733,111,1231,-320,535
4701,18987590,901,-1750,270,1481,-61,474
4702,18987600,857,-1738,386,1526,40,517
4703,18987610,810,-1725,475,1528,92,569
4704,18987620,827,-1697,563,1546,122,589
4705,18987630,819,-1712,673,1606,135,512
4706,18987627,819,-1713,673,1606,135,605
4707,18987637,762,-1761,740,1627,99,641
4708,18987647,715,-1812,749,1599,46,702
4709,18987657,695,-1869,771,1623,-26,702
4710,18987667,643,-1933,790,1678,-56,653
4711,18987677,623,-1954,836,1717,-44,570
4712,18987687,649,-1936,851,1693,-93,494
4713,18987697,643,-1929,858,1643,-166,431
4714,18987707,633,-1888,825,1570,-211,366
4715,18987717,647,-1852,789,1505,-238,314
4716,18987727,671,-1807,772,1450,-286,298
4717,18987737,672,-1758,747,1426,-339,314
4718,18987747,669,-1739,699,1433,-405,357
4719,18987757,687,-1753,684,1441,-470,423
4720,18987767,677,-1815,665,1439,-501,504
4721,18987777,633,-1876,689,1418,-520,524
4722,18987787,639,-1911,708,1391,-504,499
4723,18987797,639,-1962,683,1343,-445,411
4724,18987807,638,-1960,710,1325,-289,254
4725,18987817,643,-1938,780,1334,-225,138
4726,18987827,674,-1886,784,1295,-210,59
4727,18987837,672,-1829,803,1250,-180,7
4728,18987847,670,-1802,829,1222,-154,-49
4729,18987857,684,-1779,849,1203,-150,-72
4730,18987867,692,-1778,846,1171,-186,-44
4731,18987877,637,-1776,832,1123,-220,-256
4732,18987873,638,-1777,833,1123,-220,-23
4733,18987883,610,-1800,818,1099,-251,-3
4734,18987893,621,-1816,819,1100,-263,-9
