sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
11856,19055462,-2630,-3227,-4960,554,-12379,-2952
11857,19055472,-2450,-1997,-6879,-1798,-10055,-4394
11858,19055482,-1858,-450,-7084,-2417,-4800,-5219
11859,19055492,-1499,6,-5104,-493,2566,-4458
11860,19055502,-1827,205,-2992,661,8038,-2498
11861,19055512,-1825,35,-1339,116,11304,-804
11862,19055522,-2439,-493,-170,-1833,13139,1085
11863,19055532,-3447,-1045,848,-4150,14197,3037
11864,19055542,-4253,-1721,1906,-5855,15246,4415
11865,19055552,-4682,-2245,2728,-7363,16238,5245
11866,19055562,-4531,-2557,3706,-7395,16301,5104
11867,19055572,-3894,-3198,4059,-4920,14168,3051
11868,19055582,-3452,-3418,4454,-1383,8291,681
11869,19055592,-2963,-4379,3986,631,1266,-672
11870,19055602,-3511,-3555,3293,2724,-5636,595
11871,19055612,-3360,-2710,2960,5133,-10297,11
11872,19055622,-3122,-1863,2396,6430,-12637,-859
11873,19055632,-3123,-1660,2221,7492,-13857,-1006
11874,19055642,-3257,-1725,1927,7780,-14585,-814
11875,19055652,-3281,-1625,1475,7229,-14987,-873
11876,19055662,-3456,-1486,806,6331,-15231,-965
11877,19055672,-3557,-1339,-18,5096,-15176,-932
11878,19055682,-3394,-1716,-1032,4078,-14586,-803
11879,19055692,-3517,-2756,-2381,2743,-13618,-460
11880,19055702,-3032,-3574,-4392,547,-12108,-541
11881,19055712,-3006,-3478,-5989,-1530,-10128,-1537
11882,19055708,-3006,-3478,-5989,-1529,-10128,-1409
11883,19055718,-2823,-2087,-6538,-2708,-6509,-2839
11884,19055728,-2172,-885,-5278,-1539,329,-3985
11885,19055738,-1982,-413,-2633,64,7313,-3200
11886,19055748,-2265,-294,-531,-82,12323,-1121
11887,19055758,-2976,-718,1264,-1360,14982,1329
11888,19055768,-3646,-1022,2936,-2705,17000,3330
11889,19055778,-3822,-692,4541,-3520,18421,4513
11890,19055788,-3631,-1859,6401,-1787,17902,4152
11891,19055798,-3631,-2438,6691,-1065,13984,2970
11892,19055808,-3233,-3194,6470,-2779,7987,2501
11893,19055818,-3874,-4281,5478,-1519,1718,2842
11894,19055828,-3733,-3946,4623,-370,-3677,1824
11895,19055838,-3386,-3118,3588,966,-7253,-255
11896,19055848,-3061,-2121,2442,938,-9207,-1607
11897,19055858,-2894,-1490,1479,458,-10086,-1975
11898,19055868,-2867,-1419,949,281,-10467,-1791
