timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
12023943,424,-423,-1602,-2305,6722,-1823
12023953,601,-245,-1496,-2340,6271,-1436
12023963,613,-342,-1245,-1925,5746,-895
12023973,646,-211,-1062,-1709,5154,-586
12023983,676,-137,-907,-1585,4782,-556
12023993,687,-332,-536,-1241,4690,-384
12024003,861,-494,12,-1002,4583,-192
12024013,921,-484,386,-1101,4116,-64
12024023,964,-463,886,-1067,3583,81
12024033,1237,-268,1460,-898,3007,-3
12024043,1572,-210,2246,-755,2334,-18
12024053,1979,72,2952,-1041,1632,88
12024063,2154,142,3323,-1554,789,417
12024073,1995,276,3559,-2035,-1030,1045
12024083,1638,416,3493,-2251,-3418,1354
12024093,1200,566,3485,-2045,-5715,1538
12024103,602,484,3425,-1557,-8041,1619
12024113,-123,570,3245,-1262,-10585,1670
12024123,-720,870,2988,-1185,-12536,1562
12024133,-1298,1188,2848,-976,-13813,1502
12024143,-1835,1399,2721,-408,-14785,1501
12024153,-2403,1448,2587,393,-15612,1617
12024163,-2930,1204,2442,1143,-16147,1689
12024173,-3404,1039,2222,1508,-16114,1994
12024183,-3692,688,2150,1934,-15472,2305
12024180,-3692,688,2151,1934,-15472,2434
12024190,-3806,497,1929,1985,-14473,3057
12024200,-3875,282,1582,1604,-13552,3671
12024210,-3777,327,1313,977,-12829,3867
12024220,-3689,279,1074,539,-12206,3786
12024230,-3624,644,935,80,-11477,3665
12024240,-3887,825,1170,9,-10569,3450
12024250,-4163,928,1331,123,-9301,3387
12024260,-4469,1014,1675,36,-7960,3642
12024270,-4798,1011,1862,-158,-7063,4070
12024280,-4968,870,1801,-527,-6377,4529
12024290,-5140,746,1557,-891,-5787,5001
12024300,-5506,439,1401,-763,-5277,5116
12024310,-5770,147,1180,-626,-4817,4668
12024320,-6075,30,1051,-604,-4569,3803
12024330,-6322,-270,763,-400,-4641,2896
12024340,-6452,-478,320,-201,-4966,1976
12024350,-6430,-473,-103,-20,-5048,737
12024360,-6408,-354,-282,594,-4530,-535
12024370,-6189,-319,-364,1396,-3624,-1595
12024380,-5968,-327,-426,1975,-2765,-2294
12024390,-5653,-306,-494,1954,-1783,-2847
12024400,-5380,-290,-641,1657,-416,-3304
12024410,-5157,-320,-639,1337,1144,-3599
12024420,-4958,-138,-538,995,2545,-3916
12024430,-4723,-18,-512,613,3720,-4098
12024427,-4723,-19,-511,614,3720,-3981
12024437,-4670,166,-613,157,4711,-3726
12024447,-4675,400,-829,-162,5893,-3469
12024457,-4678,448,-786,-23,7496,-3100
12024467,-4725,82,-546,403,9307,-2712
12024477,-4795,-215,-605,311,10756,-2305
12024487,-5053,-501,-699,23,12027,-1574
12024497,-5213,-860,-478,386,13277,-745
12024507,-5061,-946,-315,272,13977,-632
12024517,-4818,-876,-321,-237,14020,-893
12024527,-4481,-1072,-430,-203,13863,-1246
12024537,-4014,-933,-780,-374,13490,-1887
12024547,-3571,-480,-922,-287,12753,-2558
12024557,-3039,-129,-1048,207,11893,-3251
12024567,-2518,334,-1102,623,11247,-3493
12024577,-2013,414,-1184,1059,10508,-3527
12024587,-1500,557,-1420,1230,9870,-2813
12024597,-1409,405,-1272,1883,9090,-1664
12024607,-1110,-271,-977,2865,8201,-1228
12024617,-1002,-257,-1281,2687,7756,-1242
12024627,-978,-341,-1309,1758,7366,-837
12024637,-876,-268,-1336,1496,7081,-969
12024647,-907,-160,-1374,1621,7052,-1081
12024657,-664,-199,-979,2003,7433,-1320
12024667,-397,-189,-591,2136,7316,-1683
12024677,-330,-94,-549,1732,6785,-1793
12024674,-330,-95,-548,1732,6785,-1619
12024684,-132,-73,-306,1384,6534,-1478
12024694,145,-89,-14,1258,6347,-1497
12024704,343,192,139,808,5963,-1424
12024714,436,301,294,559,5699,-1132
12024724,739,327,728,784,5749,-1187
12024734,1152,445,1324,534,5361,-1148
12024744,1348,613,1677,95,4554,-735
12024754,1636,764,1933,-247,3645,-388
12024764,1994,623,2583,-347,2339,129
12024774,2277,542,3139,-699,320,993
12024784,2413,209,3753,-580,-2445,1906
12024794,1949,-153,4155,-1113,-6246,2881
12024804,1056,-226,4170,-2342,-10528,3222
12024814,62,-146,4228,-3154,-14522,2703
12024824,-981,67,4218,-2690,-17984,1613
12024834,-1963,308,4521,-1792,-20683,709
12024844,-3132,90,3850,-829,-23033,145
12024854,-3787,-397,2666,264,-23915,-631
12024864,-3618,-794,1653,1447,-22547,-889
12024874,-3353,-921,1364,2189,-19918,-526
12024884,-3580,-904,741,2125,-17565,-123
12024894,-3423,-920,745,1834,-15683,221
12024904,-4170,-947,143,673,-14210,238
12024914,-4946,-766,-884,17,-13252,138
12024924,-5560,-718,-1820,-487,-11995,0
12024920,-5560,-719,-1820,-486,-11995,251
12024930,-5683,-631,-2369,-443,-9898,84
12024940,-5168,-382,-2188,-175,-7235,-358
12024950,-4381,5,-1480,63,-4570,-789
12024960,-3639,185,-801,59,-2502,-853
12024970,-3161,467,-387,-263,-1176,-485
12024980,-3041,564,-154,-120,-275,79
12024990,-3033,389,77,173,482,713
12025000,-3132,175,231,281,1010,1255
12025010,-3240,33,170,187,1212,1560
12025020,-3498,-268,-171,-107,1256,1706
12025030,-3930,-489,-660,-269,1430,1563
12025040,-4423,-779,-1097,-271,1988,1008
12025050,-4908,-1003,-1583,-22,2570,125
12025060,-5216,-1024,-2133,80,3249,-981
12025070,-5234,-742,-2416,89,4385,-2201
12025080,-4942,-447,-2409,292,5993,-2747
12025090,-4928,-659,-2290,1032,7313,-2588
12025100,-4708,-833,-2250,1096,8198,-2419
12025110,-4609,-981,-2160,930,9127,-2239
12025120,-4505,-906,-2179,545,10238,-2266
12025130,-4369,-810,-2058,478,11851,-2446
12025140,-4330,-836,-1519,672,13755,-2628
12025150,-3810,-980,-890,762,15216,-2897
12025160,-3406,-903,-495,450,15776,-2875
12025170,-2768,-782,-102,349,15608,-3073
12025167,-2767,-783,-102,349,15608,-2819
12025177,-1986,-705,134,429,14828,-2877
12025187,-1327,-236,67,44,13209,-2834
12025197,-841,-89,-373,300,11867,-2538
12025207,-663,26,-462,362,10900,-1667
12025217,-260,145,-396,861,9711,-1334
12025227,-253,42,-204,1004,8499,-905
12025237,-125,-228,39,1637,7840,-599
12025247,-70,-296,15,1509,7152,-431
12025257,26,-212,150,981,6644,-62
12025267,170,-352,528,1204,6157,167
12025277,481,-437,1087,1394,5768,100
12025287,1212,-689,2141,1641,5245,48
12025297,1983,-1081,3341,1730,4425,-60
12025307,2526,-815,3794,719,3499,-194
12025317,2511,-470,3810,-722,2088,-139
12025327,2429,-62,3573,-2396,373,251
12025337,1800,252,3123,-3257,-2119,833
12025347,1687,189,3470,-2955,-4601,1168
12025357,1184,15,3919,-2762,-7495,1722
12025367,358,174,4077,-3437,-11057,2256
12025377,-965,145,4053,-3544,-14902,2260
12025387,-2204,408,3471,-3608,-17880,1651
12025397,-3076,690,3008,-3257,-19613,1015
12025407,-3589,589,2428,-2106,-20477,169
12025417,-3862,277,2045,-673,-20534,-256
12025414,-3861,277,2046,-672,-20534,-211
12025424,-3848,-24,1800,388,-19719,-340
12025434,-3923,-167,1715,740,-18301,-221
12025444,-4295,-136,1727,484,-16863,-10
12025454,-4855,24,1453,76,-15645,56
12025464,-5644,-55,703,-666,-14788,270
12025474,-6443,28,-711,-1500,-14322,647
12025484,-7289,-229,-2362,-1709,-13525,1105
12025494,-7382,-394,-3341,-509,-11776,804
12025504,-6738,-309,-3258,1026,-8735,308
12025514,-5676,-284,-2182,2319,-5323,-304
12025524,-4847,-197,-1027,2570,-2184,-752
12025534,-4289,-295,-453,1589,-334,-661
12025544,-4002,-341,-283,242,353,-314
12025554,-3743,-188,-310,-626,737,-181
12025564,-3655,-19,-328,-821,1094,-203
12025574,-3527,70,-354,-595,1318,-194
12025584,-3498,-200,-316,-27,1286,-132
12025594,-3574,-422,-468,225,1109,-69
12025604,-3714,-588,-741,282,938,-49
12025614,-4059,-979,-1215,270,876,-262
12025624,-4425,-1143,-1864,124,1272,-662
12025634,-4604,-1271,-2274,269,2405,-1428
12025644,-4477,-1054,-2354,383,4116,-2477
12025654,-4425,-966,-2295,702,5949,-3267
12025664,-4186,-837,-1967,1037,7571,-4098
12025660,-4185,-838,-1967,1038,7571,-3884
12025670,-3898,-622,-1672,1128,8860,-4162
12025680,-3687,-625,-1488,994,9623,-4004
12025690,-3587,-552,-1432,498,10229,-3534
12025700,-3554,-446,-1469,131,11118,-3131
12025710,-3581,-503,-1338,-222,12466,-2839
12025720,-3571,-279,-1108,-595,14112,-2422
12025730,-3324,-468,-527,-264,15893,-2175
12025740,-2539,-488,349,142,16882,-1719
12025750,-1641,-737,814,893,16270,-1186
12025760,-731,-477,588,230,14058,-1219
12025770,-474,-76,-3,-562,11192,-1006
12025780,-578,149,-520,-470,9306,-165
12025790,-353,-135,-384,352,8310,152
12025800,-124,-533,-266,1254,8023,103
12025810,49,-484,24,665,7385,385
12025820,202,-568,385,472,6453,594
12025830,601,-656,1046,283,5558,611
12025840,1174,-903,1653,169,4886,725
12025850,1686,-1225,2523,-84,4215,1045
12025860,2311,-1232,3231,-713,3490,809
12025870,2558,-1067,3680,-1687,2536,630
12025880,2414,-534,3299,-3298,727,958
12025890,2041,-216,3356,-3823,-2763,1154
12025900,1260,-141,3695,-4014,-7030,1744
12025910,259,34,3646,-4712,-11180,2049
