sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
8242,19021175,198,-1289,-1551,1038,-223,-73
8243,19021185,232,-1280,-1539,1042,-225,-71
8244,19021195,231,-1288,-1541,1040,-231,-72
8245,19021205,189,-1284,-1556,1038,-232,-72
8246,19021215,214,-1275,-1547,1044,-221,-73
8247,19021225,253,-1285,-1533,1053,-215,-82
8248,19021235,214,-1289,-1539,1040,-226,-80
8249,19021245,202,-1278,-1549,1029,-237,-72
8250,19021255,225,-1294,-1545,1039,-224,-74
8251,19021265,227,-1276,-1531,1058,-208,-81
8252,19021275,205,-1282,-1542,1049,-220,-80
8253,19021285,226,-1307,-1543,1043,-228,-71
8254,19021295,223,-1292,-1551,1045,-225,-74
8255,19021305,222,-1290,-1536,1048,-221,-76
8256,19021315,207,-1299,-1538,1043,-225,-73
8257,19021325,236,-1280,-1535,1035,-226,-69
8258,19021335,238,-1279,-1529,1032,-232,-71
8259,19021345,201,-1291,-1544,1028,-236,-70
8260,19021355,218,-1294,-1552,1035,-230,-70
8261,19021365,239,-1279,-1550,1038,-229,-72
8262,19021375,199,-1287,-1539,1043,-226,-69
8263,19021385,198,-1287,-1540,1048,-222,-71
8264,19021395,228,-1267,-1553,1052,-219,-71
8265,19021405,219,-1286,-1535,1062,-208,-78
8266,19021415,198,-1292,-1534,1056,-215,-77
8267,19021425,220,-1286,-1538,1041,-225,-256
8268,19021421,220,-1287,-1538,1041,-226,-71
8269,19021431,234,-1291,-1548,1039,-226,-69
8270,19021441,211,-1305,-1546,1044,-216,-76
8271,19021451,202,-1280,-1544,1044,-221,-74
8272,19021461,227,-1290,-1534,1038,-227,-74
8273,19021471,232,-1281,-1537,1038,-228,-70
8274,19021481,198,-1287,-1540,1039,-226,-73
8275,19021491,222,-1287,-1531,1051,-218,-75
8276,19021501,238,-1285,-1536,1051,-217,-77
8277,19021511,212,-1288,-1534,1046,-225,-73
8278,19021521,207,-1277,-1541,1041,-230,-73
8279,19021531,226,-1289,-1554,1040,-229,-74
8280,19021541,222,-1279,-1551,1044,-220,-76
8281,19021551,202,-1289,-1531,1053,-210,-78
8282,19021561,217,-1265,-1537,1044,-225,-81
8283,19021571,235,-1281,-1546,1031,-236,-71
8284,19021581,204,-1275,-1554,1038,-227,-68
8285,19021591,211,-1283,-1536,1055,-208,-83
8286,19021601,239,-1278,-1540,1054,-209,-84
8287,19021611,226,-1276,-1550,1042,-227,-77
8288,19021621,202,-1285,-1544,1045,-227,-77
8289,19021631,207,-1278,-1536,1055,-210,-80
8290,19021641,232,-1287,-1533,1053,-215,-75
8291,19021651,216,-1287,-1538,1040,-227,-73
8292,19021661,197,-1296,-1529,1046,-219,-75
8293,19021671,232,-1269,-1541,1042,-216,-256
8294,19021668,233,-1270,-1541,1043,-216,-79
8295,19021678,237,-1280,-1548,1036,-226,-78
8296,19021688,185,-1279,-1549,1035,-231,-72
8297,19021698,223,-1276,-1549,1040,-223,-76
8298,19021708,239,-1287,-1538,1045,-216,-72
8299,19021718,203,-1277,-1551,1054,-216,-72
8300,19021728,205,-1292,-1542,1048,-220,-74
8301,19021738,239,-1282,-1526,1053,-213,-68
8302,19021748,235,-1275,-1540,1059,-200,-76
8303,19021758,213,-1256,-1518,1066,-208,-59
8304,19021768,241,-1256,-1521,1112,-217,19
8305,19021778,298,-1250,-1530,1158,-251,102
8306,19021788,201,-1272,-1564,1219,-357,255
8307,19021798,242,-1161,-1547,1273,-351,334
8308,19021808,293,-1153,-1428,1320,-364,267
8309,19021818,672,-2568,-1758,1550,-406,314
8310,19021828,-348,-1262,-1639,730,-670,919
8311,19021838,123,-1348,-1598,839,-619,143
8312,19021848,118,-1316,-1515,1138,-223,-28
8313,19021858,129,-1327,-1489,1179,-92,-95
8314,19021868,59,-1302,-1603,1058,-182,-106
8315,19021878,99,-1363,-1602,1125,-98,-170
8316,19021888,124,-1348,-1599,1207,70,-341
8317,19021898,134,-1331,-1579,1249,209,-515
8318,19021908,231,-1337,-1492,1308,275,-595
8319,19021918,259,-1396,-1470,1263,228,-768
8320,19021914,260,-1396,-1470,1263,228,-536
8321,19021924,143,-995,-1607,1044,117,-400
8322,19021934,423,-1291,-1530,335,-31,-479
8323,19021944,339,-1314,-1230,1608,360,-512
8324,19021954,313,-1343,-1430,1055,23,-172
8325,19021964,208,-1343,-1557,787,-187,-136
8326,19021974,241,-1305,-1555,936,-152,-134
8327,19021984,306,-1272,-1505,1033,-77,-189
8328,19021994,296,-1282,-1464,1078,-69,-164
8329,19022004,261,-1300,-1476,1032,-144,-93
8330,19022014,256,-1315,-1501,1011,-216,-30
8331,19022024,275,-1323,-1500,997,-257,-28
8332,19022034,224,-1296,-1523,990,-275,-42
8333,19022044,259,-1302,-1525,1004,-264,-44
8334,19022054,268,-1311,-1499,1010,-257,-41
8335,19022064,251,-1313,-1517,1002,-270,-36
8336,19022074,254,-1314,-1503,993,-282,-34
8337,19022084,280,-1302,-1520,990,-294,-32
8338,19022094,264,-1307,-1515,984,-299,-30
8339,19022104,243,-1316,-1518,983,-295,-34
8340,19022114,226,-1307,-1527,984,-291,-38
8341,19022124,272,-1307,-1528,986,-293,-43
8342,19022134,242,-1307,-1527,981,-295,-46
8343,19022144,226,-1316,-1530,979,-296,-48
8344,19022154,258,-1291,-1558,991,-284,-52
8345,19022164,253,-1304,-1535,1008,-265,-256
8346,19022161,254,-1304,-1535,1009,-266,-57
8347,19022171,226,-1297,-1538,1025,-250,-65
8348,19022181,245,-1304,-1527,1024,-251,-63
8349,19022191,264,-1295,-1535,1023,-257,-62
8350,19022201,242,-1285,-1522,1019,-259,-61
8351,19022211,230,-1295,-1531,1008,-267,-58
8352,19022221,253,-1301,-1537,1005,-265,-55
8353,19022231,242,-1301,-1531,1019,-249,-66
8354,19022241,216,-1304,-1523,1028,-237,-72
8355,19022251,236,-1291,-1525,1033,-228,-72
8356,19022261,253,-1291,-1527,1025,-239,-72
8357,19022271,235,-1298,-1547,1022,-244,-66
8358,19022281,210,-1294,-1530,1026,-242,-67
8359,19022291,244,-1298,-1532,1030,-241,-72
8360,19022301,241,-1293,-1535,1026,-245,-72
8361,19022311,214,-1288,-1533,1018,-252,-67
8362,19022321,221,-1300,-1525,1020,-247,-71
8363,19022331,255,-1295,-1531,1018,-247,-76
8364,19022341,226,-1306,-1539,1010,-258,-72
8365,19022351,214,-1299,-1544,1007,-260,-71
8366,19022361,233,-1293,-1548,1024,-241,-73
8367,19022371,249,-1287,-1514,1042,-222,-79
8368,19022381,227,-1295,-1524,1039,-221,-80
8369,19022391,224,-1286,-1535,1024,-240,-73
8370,19022401,238,-1277,-1554,1021,-243,-71
8371,19022411,233,-1285,-1541,1029,-233,-256
8372,19022408,233,-1286,-1541,1030,-234,-72
8373,19022418,211,-1294,-1538,1035,-235,-73
8374,19022428,247,-1281,-1538,1037,-240,-71
8375,19022438,248,-1287,-1529,1039,-230,-72
8376,19022448,207,-1305,-1540,1034,-231,-71
8377,19022458,251,-1287,-1535,1024,-247,-73
8378,19022468,255,-1287,-1545,1021,-242,-73
8379,19022478,220,-1279,-1560,1029,-239,-71
8380,19022488,203,-1288,-1542,1053,-216,-74
8381,19022498,244,-1280,-1519,1066,-204,-80
8382,19022508,230,-1288,-1520,1058,-210,-73
8383,19022518,204,-1293,-1534,1049,-219,-71
8384,19022528,219,-1291,-1540,1043,-228,-75
8385,19022538,232,-1290,-1528,1046,-225,-74
8386,19022548,225,-1292,-1542,1051,-217,-75
8387,19022558,219,-1286,-1540,1046,-221,-70
8388,19022568,237,-1299,-1533,1040,-228,-60
8389,19022578,251,-1303,-1548,1041,-227,-67
8390,19022588,224,-1289,-1547,1048,-218,-72
8391,19022598,225,-1285,-1518,1056,-206,-76
8392,19022608,249,-1292,-1528,1042,-217,-75
8393,19022618,212,-1300,-1540,1025,-239,-65
8394,19022628,200,-1289,-1553,1032,-237,-65
8395,19022638,238,-1278,-1556,1050,-219,-73
8396,19022648,231,-1282,-1534,1072,-200,-75
8397,19022658,209,-1302,-1527,1067,-209,-256
8398,19022654,209,-1303,-1527,1068,-210,-76
8399,19022664,230,-1299,-1540,1056,-222,-70
8400,19022674,239,-1295,-1548,1053,-218,-68
8401,19022684,215,-1284,-1533,1055,-212,-75
8402,19022694,236,-1279,-1552,1051,-217,-78
8403,19022704,244,-1291,-1551,1044,-225,-72
8404,19022714,257,-1281,-1536,1052,-216,-73
8405,19022724,209,-1289,-1537,1051,-221,-70
8406,19022734,220,-1280,-1554,1033,-235,-64
8407,19022744,242,-1285,-1532,1045,-228,-71
8408,19022754,237,-1285,-1530,1050,-208,-83
8409,19022764,210,-1314,-1515,1047,-218,-69
8410,19022774,241,-1271,-1526,1032,-232,-74
8411,19022784,245,-1282,-1534,1053,-220,-79
8412,19022794,218,-1276,-1527,1045,-223,-78
8413,19022804,231,-1291,-1526,1047,-229,-64
8414,19022814,256,-1292,-1549,1047,-237,-83
8415,19022824,214,-1287,-1539,1046,-234,-72
8416,19022834,205,-1294,-1537,1049,-224,-68
8417,19022844,248,-1283,-1531,1063,-213,-88
8418,19022854,251,-1288,-1528,1056,-217,-81
8419,19022864,201,-1298,-1532,1043,-228,-70
8420,19022874,221,-1296,-1543,1043,-228,-73
8421,19022884,253,-1310,-1528,1053,-215,-74
8422,19022894,235,-1292,-1516,1060,-205,-76
8423,19022904,229,-1292,-1536,1045,-222,-256
8424,19022901,230,-1293,-1536,1046,-222,-73
8425,19022911,251,-1279,-1538,1037,-229,-69
8426,19022921,234,-1287,-1554,1041,-224,-67
8427,19022931,211,-1297,-1540,1053,-213,-73
8428,19022941,212,-1290,-1533,1057,-211,-76
8429,19022951,250,-1281,-1547,1050,-220,-71
8430,19022961,229,-1287,-1535,1050,-224,-65
8431,19022971,212,-1286,-1532,1058,-217,-72
8432,19022981,248,-1293,-1521,1058,-215,-72
8433,19022991,239,-1291,-1516,1056,-219,-70
8434,19023001,211,-1303,-1544,1052,-220,-68
8435,19023011,228,-1287,-1526,1050,-224,-69
8436,19023021,244,-1289,-1559,1048,-223,-74
8437,19023031,213,-1299,-1530,1057,-214,-73
8438,19023041,214,-1290,-1534,1060,-212,-75
8439,19023051,247,-1297,-1531,1055,-214,-71
8440,19023061,242,-1294,-1531,1047,-223,-68
8441,19023071,216,-1294,-1525,1042,-227,-67
8442,19023081,223,-1293,-1535,1036,-230,-64
8443,19023091,257,-1289,-1531,1035,-229,-67
8444,19023101,227,-1309,-1530,1037,-225,-70
8445,19023111,211,-1285,-1530,1034,-231,-68
8446,19023121,239,-1284,-1539,1031,-232,-68
8447,19023131,235,-1286,-1534,1035,-229,-70
8448,19023141,207,-1299,-1534,1038,-227,-74
8449,19023151,215,-1300,-1548,1035,-230,-256
8450,19023148,216,-1301,-1548,1036,-231,-70
8451,19023158,243,-1291,-1541,1040,-227,-73
8452,19023168,216,-1287,-1558,1037,-225,-77
8453,19023178,209,-1288,-1544,1044,-223,-75
8454,19023188,238,-1277,-1535,1047,-222,-78
8455,19023198,229,-1283,-1526,1047,-218,-77
8456,19023208,209,-1296,-1537,1042,-227,-69
8457,19023218,223,-1284,-1531,1041,-230,-70
8458,19023228,253,-1289,-1532,1051,-218,-76
8459,19023238,214,-1290,-1534,1045,-222,-72
8460,19023248,210,-1297,-1536,1039,-229,-67
8461,19023258,249,-1298,-1523,1046,-220,-77
8462,19023268,248,-1289,-1531,1049,-213,-77
8463,19023278,209,-1295,-1527,1039,-224,-68
8464,19023288,217,-1283,-1546,1040,-227,-69
8465,19023298,241,-1289,-1528,1055,-218,-72
8466,19023308,220,-1300,-1545,1059,-208,-74
8467,19023318,220,-1285,-1540,1046,-226,-72
8468,19023328,223,-1289,-1539,1050,-222,-70
8469,19023338,241,-1287,-1533,1058,-211,-73
8470,19023348,206,-1297,-1535,1053,-221,-71
8471,19023358,221,-1288,-1557,1049,-225,-66
8472,19023368,248,-1284,-1538,1068,-240,-88
8473,19023378,195,-1309,-1542,1040,-213,-74
8474,19023388,199,-1306,-1527,1063,-211,-51
8475,19023398,254,-1278,-1524,1057,-217,-256
8476,19023394,255,-1279,-1524,1058,-218,-95
8477,19023404,237,-1304,-1538,1058,-223,-77
8478,19023414,197,-1297,-1553,1042,-227,-68
8479,19023424,227,-1288,-1537,1052,-223,-67
8480,19023434,243,-1300,-1541,1054,-219,-74
8481,19023444,219,-1304,-1524,1050,-225,-71
8482,19023454,218,-1293,-1528,1048,-226,-71
8483,19023464,235,-1296,-1543,1050,-220,-74
8484,19023474,230,-1293,-1522,1054,-213,-73
8485,19023484,198,-1296,-1525,1055,-209,-74
8486,19023494,225,-1290,-1520,1057,-209,-74
8487,19023504,251,-1283,-1531,1050,-215,-73
8488,19023514,218,-1294,-1532,1043,-217,-72
8489,19023524,216,-1290,-1539,1044,-223,-73
8490,19023534,234,-1295,-1533,1048,-218,-73
8491,19023544,235,-1299,-1519,1049,-216,-70
8492,19023554,215,-1286,-1536,1049,-219,-73
8493,19023564,231,-1289,-1536,1048,-217,-75
8494,19023574,245,-1284,-1539,1048,-212,-75
8495,19023584,215,-1303,-1536,1039,-218,-71
8496,19023594,222,-1291,-1520,1043,-221,-76
8497,19023604,248,-1278,-1534,1042,-220,-83
8498,19023614,235,-1287,-1542,1039,-229,-72
8499,19023624,201,-1288,-1539,1039,-228,-72
8500,19023634,216,-1295,-1531,1051,-217,-76
8501,19023644,255,-1291,-1528,1046,-219,-256
8502,19023641,256,-1292,-1528,1047,-220,-77
8503,19023651,219,-1298,-1536,1041,-228,-71
8504,19023661,228,-1303,-1526,1040,-221,-73
8505,19023671,237,-1286,-1542,1040,-224,-75
8506,19023681,234,-1286,-1544,1035,-225,-71
8507,19023691,208,-1288,-1535,1051,-215,-74
8508,19023701,232,-1295,-1534,1064,-205,-80
8509,19023711,254,-1293,-1540,1056,-211,-72
8510,19023721,225,-1304,-1542,1051,-218,-65
8511,19023731,203,-1299,-1530,1049,-220,-71
8512,19023741,236,-1285,-1516,1066,-204,-81
8513,19023751,241,-1298,-1526,1054,-209,-74
8514,19023761,208,-1298,-1549,1037,-232,-63
8515,19023771,213,-1293,-1543,1039,-227,-70
8516,19023781,248,-1290,-1521,1059,-208,-77
8517,19023791,231,-1292,-1524,1053,-211,-73
8518,19023801,209,-1302,-1538,1051,-222,-72
8519,19023811,233,-1304,-1529,1045,-221,-72
8520,19023821,257,-1276,-1543,1048,-220,-69
8521,19023831,208,-1295,-1537,1053,-218,-75
8522,19023841,221,-1285,-1519,1060,-211,-77
8523,19023851,255,-1292,-1533,1050,-215,-70
8524,19023861,224,-1304,-1535,1043,-226,-71
8525,19023871,210,-1299,-1544,1049,-219,-72
8526,19023881,245,-1301,-1537,1054,-215,-75
8527,19023891,245,-1285,-1536,1053,-213,-256
8528,19023888,246,-1286,-1536,1054,-214,-76
8529,19023898,213,-1303,-1527,1047,-219,-74
8530,19023908,232,-1291,-1537,1046,-221,-73
8531,19023918,240,-1292,-1527,1042,-223,-71
8532,19023928,216,-1296,-1538,1044,-220,-74
8533,19023938,216,-1294,-1532,1044,-222,-77
8534,19023948,230,-1284,-1545,1039,-225,-73
8535,19023958,246,-1287,-1543,1044,-221,-72
8536,19023968,211,-1283,-1533,1045,-221,-77
8537,19023978,222,-1290,-1537,1039,-226,-69
8538,19023988,241,-1286,-1546,1049,-219,-76
8539,19023998,219,-1296,-1535,1060,-209,-83
8540,19024008,216,-1298,-1530,1052,-216,-74
8541,19024018,246,-1288,-1538,1049,-218,-75
8542,19024028,235,-1283,-1534,1042,-226,-75
8543,19024038,215,-1301,-1538,1045,-222,-71
8544,19024048,230,-1281,-1543,1041,-225,-73
