sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1196,18315898,1936,-443,301,586,-285,-85
1197,18315908,1918,-452,285,624,-230,-67
1198,18315918,1953,-499,307,707,-169,-59
1199,18315928,1936,-472,280,712,-151,-55
1200,18315938,1936,-461,256,674,-76,-47
1201,18315948,1958,-492,306,750,-11,-53
1202,18315958,1974,-471,308,764,-13,-67
1203,18315968,1997,-446,320,730,-17,-78
1204,18315978,1952,-456,319,758,-44,-50
1205,18315988,2005,-456,363,782,-65,-49
1206,18315998,2007,-445,337,740,-93,-51
1207,18316008,1964,-419,320,742,-98,-33
1208,18316018,1970,-433,331,771,-72,-20
1209,18316028,1991,-450,326,802,-77,13
1210,18316038,1963,-424,316,790,-104,25
1211,18316048,1926,-418,324,785,-88,15
1212,18316058,1948,-404,376,785,-58,1
1213,18316068,1965,-391,410,790,-46,-5
1214,18316078,1943,-413,478,818,-37,8
1215,18316088,1931,-413,500,815,-70,-3
1216,18316098,1973,-408,565,820,-102,6
1217,18316108,1953,-416,696,879,-175,41
1218,18316118,1978,-396,776,853,-240,37
1219,18316128,1953,-364,803,757,-332,73
1220,18316138,1935,-351,814,717,-453,147
1221,18316148,1855,-370,906,768,-622,0
1222,18316144,1856,-370,907,768,-623,224
1223,18316154,1937,-399,1074,825,-747,286
1224,18316164,1932,-445,1144,889,-971,480
1225,18316174,1840,-532,1187,943,-1398,664
1226,18316184,1821,-652,1220,976,-1838,726
1227,18316194,1776,-766,1288,1038,-2403,767
1228,18316204,1729,-887,1279,1187,-2978,787
1229,18316214,1717,-961,1247,1359,-3512,728
1230,18316224,1738,-1080,1270,1625,-4186,576
1231,18316234,1795,-1181,1218,1835,-5058,313
1232,18316244,1635,-1179,1055,1767,-6039,85
1233,18316254,1433,-1134,828,1567,-7001,-215
1234,18316264,1254,-846,556,1323,-7671,-498
1235,18316274,1256,-547,391,1313,-8053,-684
1236,18316284,1132,-419,283,1830,-8342,-572
1237,18316294,833,-490,210,2644,-8729,-336
1238,18316304,531,-754,173,3490,-9063,-112
1239,18316314,172,-1124,247,4086,-9281,119
1240,18316324,-153,-1525,332,4397,-9411,387
1241,18316334,-483,-1998,481,4418,-9705,636
1242,18316344,-1001,-2455,585,4187,-10225,768
1243,18316354,-1490,-2673,611,3362,-10530,605
1244,18316364,-1835,-2911,405,2421,-10590,169
1245,18316374,-2296,-2923,77,1331,-10643,-267
1246,18316384,-2508,-2611,-227,132,-10483,-998
1247,18316394,-2604,-2022,-557,-927,-10234,-2049
1248,18316391,-2604,-2022,-556,-927,-10234,-1853
1249,18316401,-2736,-1468,-895,-1509,-10162,-2548
1250,18316411,-2867,-1025,-1348,-1675,-10147,-3088
1251,18316421,-2930,-808,-1862,-1534,-9953,-3492
1252,18316431,-3040,-621,-2438,-1408,-9607,-3702
1253,18316441,-3033,-516,-3289,-1166,-9141,-3710
1254,18316451,-2979,-502,-3848,-956,-8542,-3749
1255,18316461,-2932,-410,-4110,-415,-7588,-3476
1256,18316471,-2916,-343,-3983,260,-6241,-3093
1257,18316481,-2814,-250,-3587,1013,-4507,-2632
1258,18316491,-2797,-190,-3057,1423,-2739,-2056
1259,18316501,-2728,-308,-2551,1720,-1228,-1567
1260,18316511,-2630,-384,-2230,1510,-314,-1267
1261,18316521,-2520,-395,-2061,1042,108,-1185
1262,18316531,-2354,-297,-1951,582,200,-1160
1263,18316541,-2127,-240,-1867,400,153,-1120
1264,18316551,-1930,-189,-1834,432,39,-962
1265,18316561,-1812,-256,-1816,572,-104,-721
1266,18316571,-1751,-351,-1816,730,-186,-508
1267,18316581,-1648,-451,-1821,821,-184,-324
1268,18316591,-1593,-586,-1785,928,-81,-193
1269,18316601,-1523,-653,-1755,932,98,-94
1270,18316611,-1431,-733,-1689,894,297,16
1271,18316621,-1328,-779,-1642,844,508,107
1272,18316631,-1241,-803,-1564,790,703,176
1273,18316641,-1147,-828,-1485,789,854,0
1274,18316638,-1147,-828,-1485,790,854,246
1275,18316648,-1037,-867,-1386,843,952,316
1276,18316658,-952,-895,-1345,888,1008,365
1277,18316668,-894,-903,-1272,931,1034,382
1278,18316678,-851,-958,-1180,1050,992,406
1279,18316688,-757,-971,-1107,1111,957,350
1280,18316698,-722,-983,-1071,1093,867,288
1281,18316708,-688,-995,-1046,1067,737,233
1282,18316718,-652,-982,-1041,1036,598,170
1283,18316728,-634,-995,-1062,989,449,122
1284,18316738,-664,-972,-1123,943,298,84
1285,18316748,-679,-990,-1206,874,152,56
1286,18316758,-663,-974,-1348,767,5,44
1287,18316768,-767,-952,-1473,685,-131,57
1288,18316778,-825,-871,-1632,619,-205,79
1289,18316788,-886,-817,-1795,615,-286,168
1290,18316798,-1082,-853,-1903,735,-384,335
1291,18316808,-1183,-823,-2043,740,-317,321
1292,18316818,-1263,-768,-2150,690,-205,266
1293,18316828,-1357,-745,-2288,687,-46,207
1294,18316838,-1462,-757,-2456,583,161,157
1295,18316848,-1567,-741,-2734,437,392,118
1296,18316858,-1773,-654,-3300,264,725,42
1297,18316868,-1961,-559,-3700,191,1518,10
1298,18316878,-2189,-411,-3894,152,2726,-22
1299,18316888,-2269,-273,-3955,223,4403,0
1300,18316884,-2269,-274,-3954,223,4403,36
1301,18316894,-2205,-205,-3727,334,6293,284
1302,18316904,-2117,-93,-3373,254,7837,577
1303,18316914,-1965,57,-3137,-135,8844,774
1304,18316924,-1853,175,-2794,-483,9486,1149
1305,18316934,-1687,133,-2407,-649,10097,1720
1306,18316944,-1506,-189,-1964,-902,10371,2316
1307,18316954,-1524,-669,-1828,-1383,10314,3052
1308,18316964,-1369,-995,-1355,-2177,10944,3817
1309,18316974,-999,-1439,-1005,-2903,11636,4124
1310,18316984,-583,-1470,-962,-3567,11763,3842
1311,18316994,-173,-1213,-937,-4093,11230,3227
1312,18317004,180,-814,-797,-3929,10208,2627
1313,18317014,343,-255,-697,-3089,8774,2084
1314,18317024,485,69,-486,-1763,7704,1823
1315,18317034,724,3,-33,-279,7267,1947
1316,18317044,1142,-368,565,1118,6879,2032
1317,18317054,1464,-748,1022,2020,5916,1920
1318,18317064,1653,-869,1194,2046,4643,1828
1319,18317074,1817,-810,1082,1516,3702,1749
1320,18317084,1689,-896,974,1344,2877,2000
1321,18317094,1486,-1179,928,1658,2404,2256
1322,18317104,1389,-1306,806,1785,2182,2185
1323,18317114,1310,-1458,787,1716,2008,1990
1324,18317124,1234,-1509,803,1578,1457,1909
1325,18317134,1106,-1511,771,1391,745,1537
1326,18317131,1106,-1512,772,1391,744,1731
1327,18317141,1153,-1638,852,1286,102,1502
1328,18317151,1146,-1769,914,1036,-652,1337
1329,18317161,1092,-1723,824,582,-1510,1240
1330,18317171,920,-1611,643,244,-2300,1125
1331,18317181,727,-1608,515,188,-2817,972
1332,18317191,795,-1519,357,100,-2910,639
1333,18317201,731,-1395,84,-136,-3186,417
1334,18317211,749,-1383,-43,-281,-3548,338
1335,18317221,675,-1239,-269,-556,-4042,241
1336,18317231,449,-1057,-645,-840,-4723,197
1337,18317241,312,-911,-1099,-816,-4797,95
1338,18317251,327,-966,-1277,-469,-4150,2
1339,18317261,477,-1060,-1219,-67,-3490,-91
1340,18317271,683,-1102,-1062,21,-3072,-289
1341,18317281,785,-1074,-961,-106,-3277,-343
1342,18317291,745,-988,-1022,-404,-3814,-345
1343,18317301,539,-855,-1319,-580,-4494,-237
1344,18317311,307,-709,-1846,-520,-4927,-139
1345,18317321,161,-747,-2319,-67,-4663,-89
1346,18317331,109,-892,-2758,351,-4120,-112
1347,18317341,185,-1035,-2932,520,-3295,-243
1348,18317351,180,-1112,-2855,399,-2478,-394
1349,18317361,352,-1038,-2629,93,-1629,-642
1350,18317371,568,-984,-2382,-179,-1165,-755
1351,18317381,624,-838,-2292,-428,-1195,-768
1352,18317378,625,-839,-2292,-427,-1195,-641
1353,18317388,603,-669,-2313,-564,-1383,-499
1354,18317398,622,-575,-2394,-519,-1431,-370
1355,18317408,584,-521,-2582,-243,-1443,-205
1356,18317418,490,-574,-2727,236,-1383,-63
1357,18317428,450,-714,-2662,762,-1046,-36
1358,18317438,508,-768,-2512,1074,-702,-111
