sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1716,18320831,508,-1260,-2192,1370,984,-1003
1717,18320841,380,-1268,-2288,1499,1010,-1111
1718,18320851,353,-1318,-2221,1632,1260,-1209
1719,18320861,386,-1380,-2149,1702,1616,-1324
1720,18320871,428,-1456,-2118,1606,1852,-1476
1721,18320881,348,-1366,-2182,1298,1951,-1596
1722,18320891,392,-1293,-2177,1009,2177,-1708
1723,18320901,484,-1201,-2062,863,2404,-1816
1724,18320911,541,-1011,-1946,677,2562,-1871
1725,18320921,635,-835,-1856,645,2679,-1842
1726,18320931,653,-769,-1687,847,2835,-1631
1727,18320941,737,-803,-1469,1070,3100,-1473
1728,18320951,786,-766,-1294,1096,3264,-1467
1729,18320961,860,-698,-1257,1071,3367,-1480
1730,18320971,867,-669,-1198,1077,3600,-1403
1731,18320981,822,-725,-1136,1177,3804,-1350
1732,18320991,798,-675,-1079,1087,4027,-1391
1733,18321001,787,-581,-1063,901,4352,-1400
1734,18321011,778,-487,-978,784,4828,-1343
1735,18321021,764,-466,-868,832,5276,-1290
1736,18321031,776,-400,-569,757,5800,-1151
1737,18321041,1010,-401,-115,732,6239,-991
1738,18321051,1111,-509,431,793,6158,-742
1739,18321061,1182,-538,916,714,5753,-535
1740,18321071,1426,-662,1475,604,5341,-464
1741,18321081,1503,-663,1926,362,4670,-512
1742,18321078,1503,-664,1927,362,4670,-429
1743,18321088,1567,-683,2361,54,3843,-469
1744,18321098,1660,-601,2581,-381,2905,-425
1745,18321108,1772,-589,2852,-673,1581,-226
1746,18321118,1715,-1140,3585,-642,-480,54
1747,18321128,1557,-1259,3938,-870,-3153,13
1748,18321138,1229,-1427,4174,-1128,-6131,-162
1749,18321148,562,-1433,3978,-933,-9206,-432
1750,18321158,-106,-1640,3601,-177,-11891,-1079
1751,18321168,-733,-2032,3333,1101,-13880,-1768
1752,18321178,-1278,-2560,3126,2494,-15323,-2557
1753,18321188,-1737,-2923,2807,3321,-16214,-3501
1754,18321198,-2115,-3124,2458,3667,-16492,-4516
1755,18321208,-2482,-3249,2143,3814,-16489,-5361
1756,18321218,-2656,-2908,1636,3283,-16172,-6155
1757,18321228,-3044,-2659,1344,2850,-15441,-6550
1758,18321238,-3527,-2235,992,2206,-14657,-6515
1759,18321248,-3869,-1713,562,1478,-13850,-6341
1760,18321258,-4160,-1389,146,1081,-13038,-5962
1761,18321268,-4304,-1067,-477,671,-12296,-5309
1762,18321278,-4370,-960,-977,397,-11620,-4575
1763,18321288,-4628,-752,-1927,192,-11027,-3666
1764,18321298,-4814,-370,-3014,-563,-10427,-3000
1765,18321308,-4994,-157,-3963,-622,-9649,-2447
1766,18321318,-4989,-190,-4451,-305,-8515,-1939
1767,18321328,-4854,-375,-4282,235,-6753,-1537
1768,18321325,-4853,-376,-4282,235,-6753,-1507
1769,18321335,-4547,-423,-3707,595,-4344,-1219
1770,18321345,-4105,-541,-2931,850,-2004,-1048
1771,18321355,-3749,-669,-2392,778,-434,-1087
1772,18321365,-3409,-624,-1980,355,306,-1325
1773,18321375,-3107,-496,-1776,90,518,-1497
1774,18321385,-2827,-435,-1603,156,546,-1552
1775,18321395,-2612,-436,-1441,458,487,-1474
1776,18321405,-2412,-444,-1345,667,346,-1332
1777,18321415,-2226,-459,-1331,741,131,-1162
1778,18321425,-2128,-460,-1371,725,-55,-957
1779,18321435,-2060,-478,-1453,693,-147,-703
