sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
17342,19107510,-2052,-289,-96,945,-370,-86
17343,19107520,-2027,-281,-86,1016,-372,-79
17344,19107530,-2019,-275,-106,1062,-392,-58
17345,19107540,-2078,-288,-106,1084,-401,-46
17346,19107550,-2053,-294,-76,1127,-407,-39
17347,19107560,-2024,-312,-87,1137,-387,-51
17348,19107570,-2065,-322,-106,1120,-386,-44
17349,19107580,-2051,-315,-117,1111,-328,-78
17350,19107590,-1999,-343,-68,1130,-248,-109
17351,19107600,-1991,-308,-79,1075,-243,-125
17352,19107610,-2018,-293,-88,1030,-254,-133
17353,19107620,-1984,-286,-96,1059,-246,-127
17354,19107630,-1963,-284,-79,1123,-242,-114
17355,19107640,-1957,-287,-78,1183,-253,-107
17356,19107650,-1953,-301,-72,1249,-292,-93
17357,19107660,-1935,-325,-57,1316,-315,-68
17358,19107670,-1931,-324,-76,1349,-343,-75
17359,19107680,-1945,-327,-84,1370,-356,-66
17360,19107690,-1933,-360,-65,1387,-344,-65
17361,19107700,-1931,-377,-42,1363,-310,-67
17362,19107710,-1955,-404,-13,1296,-274,-88
17363,19107720,-1977,-402,-7,1192,-246,-103
17364,19107730,-1967,-424,-3,1085,-194,-115
17365,19107740,-1966,-406,-44,1002,-160,-137
17366,19107750,-2012,-375,-83,947,-151,-148
17367,19107760,-1979,-348,-78,944,-117,-256
17368,19107757,-1979,-349,-78,945,-118,-156
17369,19107767,-1963,-341,-61,1002,-84,-158
17370,19107777,-1982,-322,-50,1047,-81,-149
17371,19107787,-1988,-319,-28,1067,-89,-125
17372,19107797,-1964,-290,-36,1075,-88,-107
17373,19107807,-1988,-297,-42,1083,-68,-84
17374,19107817,-2018,-283,-45,1073,-46,-64
17375,19107827,-1994,-296,-66,1066,-21,-45
17376,19107837,-1987,-303,-65,1052,14,-15
17377,19107847,-2024,-330,-58,1055,41,9
17378,19107857,-2019,-345,-78,1035,52,27
17379,19107867,-1986,-327,-88,1031,77,44
17380,19107877,-2002,-360,-61,1034,89,58
17381,19107887,-2032,-368,-68,1025,96,77
17382,19107897,-2008,-393,-60,1028,94,79
17383,19107907,-2015,-398,-83,1061,88,83
17384,19107917,-2044,-395,-94,1102,72,77
17385,19107927,-2085,-377,-122,1143,69,69
17386,19107937,-2061,-358,-119,1217,62,55
17387,19107947,-2068,-362,-143,1285,72,54
17388,19107957,-2104,-362,-160,1336,49,74
17389,19107967,-2094,-388,-170,1387,41,79
17390,19107977,-2077,-406,-149,1415,39,80
17391,19107987,-2119,-460,-179,1440,37,80
17392,19107997,-2103,-497,-179,1472,79,64
