sequence,timestamp_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
650,18407415,-222,-463,-1949,718,-71,-52
651,18407425,-236,-462,-1958,716,-71,-50
652,18407435,-215,-464,-1945,719,-71,-52
653,18407445,-199,-451,-1959,723,-71,-47
654,18407455,-238,-455,-1939,724,-72,-47
655,18407465,-241,-461,-1947,732,-71,-53
656,18407475,-205,-468,-1929,736,-66,-60
657,18407485,-228,-471,-1949,729,-71,-59
658,18407495,-221,-463,-1926,747,-60,-76
659,18407505,-218,-463,-1947,734,-66,-64
660,18407515,-207,-479,-1957,742,-63,-72
661,18407525,-205,-492,-1925,737,-64,-73
662,18407535,-225,-464,-1949,728,-68,-62
663,18407545,-199,-463,-1945,730,-72,-59
664,18407555,-206,-459,-1936,730,-73,-55
665,18407565,-229,-462,-1939,724,-79,-45
666,18407575,-207,-469,-1945,731,-75,-54
667,18407585,-202,-479,-1938,732,-73,-58
668,18407595,-227,-474,-1952,729,-75,-58
669,18407605,-232,-476,-1945,740,-72,-65
670,18407615,-188,-480,-1924,745,-70,-62
671,18407625,-219,-475,-1963,729,-78,-54
672,18407635,-215,-488,-1945,740,-73,-66
673,18407645,-200,-486,-1937,732,-76,-56
674,18407655,-209,-477,-1956,720,-83,-44
675,18407665,-220,-493,-1929,725,-81,-256
676,18407662,-220,-493,-1929,725,-81,-48
677,18407672,-214,-463,-1941,726,-77,-47
678,18407682,-203,-461,-1936,729,-75,-54
679,18407692,-211,-461,-1946,736,-72,-57
680,18407702,-222,-461,-1938,735,-72,-57
681,18407712,-219,-466,-1957,732,-77,-54
682,18407722,-182,-474,-1933,739,-71,-61
683,18407732,-237,-468,-1972,717,-85,-43
684,18407742,-200,-485,-1923,743,-76,-69
685,18407752,-207,-446,-1953,714,-86,-42
686,18407762,-203,-485,-1943,726,-92,-52
687,18407772,-210,-482,-1937,720,-88,-47
688,18407782,-212,-469,-1948,713,-92,-41
689,18407792,-208,-470,-1957,706,-102,-38
690,18407802,-186,-477,-1912,719,-86,-45
691,18407812,-252,-486,-1968,694,-102,-25
692,18407822,-183,-486,-1921,718,-87,-50
693,18407832,-207,-461,-1945,697,-91,-31
694,18407842,-230,-472,-1958,702,-99,-37
695,18407852,-185,-475,-1946,708,-90,-40
696,18407862,-198,-459,-1956,698,-95,-32
697,18407872,-213,-480,-1937,702,-100,-40
698,18407882,-202,-465,-1930,701,-93,-33
699,18407892,-204,-476,-1948,695,-103,-28
700,18407902,-197,-473,-1935,693,-102,-27
701,18407912,-226,-484,-1933,688,-102,-256
702,18407909,-225,-484,-1933,688,-102,-20
703,18407919,-211,-481,-1947,677,-110,-14
704,18407929,-196,-477,-1951,673,-111,-5
705,18407939,-212,-479,-1945,671,-113,-5
706,18407949,-216,-469,-1961,661,-122,7
707,18407959,-191,-471,-1959,650,-131,23
708,18407969,-187,-467,-1961,631,-143,41
709,18407979,-208,-460,-1959,604,-147,52
710,18407989,-212,-469,-1972,602,-154,60
711,18407999,-203,-438,-1947,603,-158,76
712,18408009,-245,-452,-1952,605,-160,79
713,18408019,-230,-429,-1931,624,-150,59
714,18408029,-221,-430,-1948,633,-143,46
715,18408039,-224,-434,-1931,646,-135,22
716,18408049,-245,-444,-1935,653,-130,10
717,18408059,-243,-454,-1952,658,-125,-8
718,18408069,-218,-450,-1930,660,-117,-22
719,18408079,-244,-447,-1964,657,-118,-21
720,18408089,-222,-451,-1950,661,-120,-21
721,18408099,-206,-429,-1969,650,-125,-3
722,18408109,-188,-466,-1985,633,-142,21
723,18408119,-193,-484,-1983,611,-153,49
724,18408129,-187,-467,-2004,564,-185,101
725,18408139,-181,-467,-2012,526,-223,150
726,18408149,-215,-459,-1993,491,-259,198
727,18408159,-235,-468,-2006,457,-314,0
728,18408155,-234,-468,-2006,457,-315,251
729,18408165,-603,-132,-2346,429,-362,271
730,18408175,96,-685,-1951,1025,-589,-435
731,18408185,-278,-477,-2080,616,-588,90
732,18408195,-197,-495,-2087,354,-658,138
733,18408205,-248,-543,-2098,508,-719,126
734,18408215,-298,-480,-2186,367,-824,218
735,18408225,-280,-779,-2271,348,-914,147
736,18408235,-272,-279,-2471,380,-816,-52
737,18408245,-78,-251,-2417,532,-586,-441
738,18408255,-232,-415,-2440,969,-582,-114
739,18408265,-546,-441,-2760,1106,-719,91
740,18408275,-722,-493,-2883,1429,-632,-63
741,18408285,-444,-1268,-3222,1811,-243,-392
742,18408295,-1070,-784,-3261,1625,-274,5
743,18408305,-1156,-1104,-2631,2821,301,-91
744,18408315,-1209,-907,-3100,1606,949,-893
745,18408325,-898,-1208,-3200,1291,1112,-1023
746,18408335,-1526,-1746,-3172,2004,1160,-51
747,18408345,-1753,-1525,-3344,1051,1388,-90
748,18408355,-1576,-1081,-3527,45,2030,-852
749,18408365,-1621,-973,-3546,119,2382,-891
750,18408375,-1661,-947,-3484,420,2568,-778
751,18408385,-1629,-858,-3470,537,2859,-903
752,18408395,-1530,-782,-3293,746,3517,-1075
753,18408405,-1338,-865,-2849,1228,4355,-1281
754,18408402,-1338,-865,-2849,1228,4355,-1056
755,18408412,-1082,-997,-2331,1594,4972,-1090
756,18408422,-991,-1119,-2099,1510,5190,-1192
757,18408432,-924,-1111,-2026,1066,5233,-1312
758,18408442,-871,-1015,-2030,542,5332,-1483
759,18408452,-990,-812,-2138,224,5499,-1482
760,18408462,-962,-685,-1981,466,5796,-1630
761,18408472,-756,-576,-1607,1025,6177,-1896
762,18408482,-549,-484,-1262,1375,6305,-2095
